CellV [A^3],Df,NASA [m^2/cm^3],total_POV_gravimetric,mc_CRY-chi-0-all,mc_CRY-chi-1-all,mc_CRY-chi-3-all,mc_CRY-Z-0-all,mc_CRY-S-0-all,D_mc_CRY-S-2-all,sum-mc_CRY-Z-1-all,sum-D_mc_CRY-T-3-all,lc-chi-3-all,lc-Z-2-all,lc-alpha-0-all,D_lc-chi-1-all,D_lc-chi-3-all,D_lc-T-1-all,D_lc-T-3-all,D_lc-S-1-all,D_lc-alpha-2-all,func-chi-0-all,func-Z-1-all,func-T-3-all,D_func-chi-3-all,D_func-T-1-all,D_func-T-3-all,f-lig-T-1,sum-D_lc-Z-2-all,sum-D_lc-Z-3-all,sum-D_lc-T-3-all,sum-func-Z-0-all,sum-D_func-chi-2-all,sum-D_func-T-2-all,sum-f-lig-Z-3,MNC,MPC,pure_CO2_kH,pure_CO2_widomHOA,pure_methane_kH,pure_methane_widomHOA,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_580000,temperature,solvent1,solvent2,solvent3,additive,param3,param4,param5,additive_category,time
5857.6,5.42884,0.0,0.72994,2.7225,19.866,37.43025,900.0,1.7161,1.89,10080.0,114.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,48.0,6.0,1.78,-2.0,-4.0,738.0,8.0,16.0,-16.0,256.0,3.56,-8.0,25344.0,-0.579,1.233,0.00194217,-37.01772894,2.39e-05,-15.81842899,4.301878775,6.215362809,65.0,962.0,6228.0,887.0,0.0,0.223050174,-0.134252378,-0.237274718,1.0,24.0
4239.52,3.53796,433.936,0.113182,3.5344,32.5616,86.81464,729.0,1.5876,4.176,21276.0,768.0,19.9529,106.05,33.757375,1.162,1.967,-0.725,-2.3,0.12575,-6.3825,2.9584,12.0,1.5,0.445,-0.5,-1.0,216.0,32.0,98.0,-36.8,256.0,3.56,-8.0,26176.0,-0.703,1.167,0.000722271,-36.81403217,2.71e-05,-20.53020666,1.967856423,1.818172198,140.0,962.0,0.0,0.0,14798.0,-0.110283159,0.083073132,-0.129610464,0.0,72.0
948.298,3.93087,0.0,0.405873,2.7225,25.168,54.549,900.0,1.7161,3.653333333,3180.0,76.0,13.23066667,102.6666667,41.425,0.608333333,1.45,-1.333333333,-1.333333333,-0.026666667,-4.633333333,0.0,0.0,0.0,0.0,0.0,0.0,131.0,14.66666667,24.0,-5.333333333,0.0,0.0,0.0,2956.0,-0.535,1.203,0.000133794,-26.02068079,1.91e-05,-17.43772465,1.619685796,3.94484361,120.0,6228.0,0.0,0.0,0.0,-0.110283159,-0.092404548,0.344452287,1.0,120.0
1230.44,2.77953,47.58,0.0510255,2.0175,21.3568,34.2392,2013.4,2.3017,4.672,9536.0,142.0,27.71470667,122.2666667,32.9795,0.9065,1.004,-2.0,-1.716666667,-0.04,-7.76,10.7536,63.0,11.25,0.8275,-2.0,-1.75,180.0,9.466666667,12.0,-6.866666667,231.0,5.926666667,-8.0,8272.0,-0.62,1.554,0.678713,-60.73506871,2.6e-06,-17.41910776,4.740709234,0.781003323,100.0,962.0,0.0,0.0,14798.0,-0.110283159,-0.006328263,0.131958321,0.0,72.0
5373.45,9.6087,0.0,1.90488,3.5344,30.08,66.5144,729.0,1.5876,3.92,3996.0,168.0,21.7628,101.5,48.0925,0.9575,1.6275,-2.0,0.75,-0.04,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,88.0,78.0,6.0,0.0,0.0,0.0,8752.0,-0.373,1.12,2.38e-05,-17.82919661,6.11e-06,-7.557958514,0.338661418,3.422662695,160.0,962.0,702.0,0.0,971.0,-0.110283159,0.083073132,-0.129610464,2.0,120.0
1111.37,3.24197,470.446,0.22108,1.4884,25.1808,33.428,4356.0,2.7889,4.52,6336.0,66.0,8.772,120.0,28.09,0.645,0.89,-2.0,-2.0,-0.03,-3.0,9.8896,98.0,10.0,1.33,0.0,0.0,162.0,4.0,8.0,-8.0,211.0,4.62,-4.0,4732.0,-0.523,1.74,0.0639786,-50.33809754,1.21e-05,-18.9421565,4.377914213,2.862178663,100.0,6228.0,0.0,0.0,0.0,-0.110283159,-0.307737026,0.008973606,1.0,144.0
3354.26,2.55839,183.222,0.0910754,3.6481,34.8384,114.4854,784.0,1.4641,5.28,2352.0,192.0,14.44,105.0,54.76,0.98,1.33,-2.0,-1.0,-0.04,1.9,9.2416,105.0,25.5,2.135,-1.5,-1.5,1002.0,52.0,28.0,-4.0,196.0,10.64,14.0,22584.0,-0.234,1.059,4.07e-05,-26.6360452,1.57e-05,-22.43573395,0.443005791,1.745805886,160.0,962.0,702.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,72.0
12516.9,8.5918,0.286477,0.877949,3.61,26.144,45.524,841.0,1.9044,2.44,11136.0,144.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,96.0,20.0,3.91,-3.0,-2.0,526.0,24.0,48.0,-48.0,768.0,66.0,12.0,49728.0,-0.407,0.902,0.000187152,-28.78672981,1.68e-05,-16.70097242,1.722914089,5.261471046,70.0,6228.0,962.0,0.0,0.0,-0.110283159,-0.089079437,0.295377468,1.0,24.0
2449.58,3.20914,143.541,0.0362476,1.44,28.896,86.52,4096.0,2.8561,4.73,28672.0,872.0,0.0,157.7142857,28.09,0.868571429,0.0,-2.714285714,0.0,-0.218571429,0.228571429,4.754571429,365.7142857,0.0,0.0,8.571428571,0.0,28.0,28.0,0.0,0.0,2560.0,0.0,0.0,0.0,-0.589,1.819,0.139061,-61.94688717,2.83e-06,-19.56599368,1.679961312,0.591251581,140.0,679.0,0.0,0.0,284.0,-0.110283159,-0.350299755,0.586608361,2.0,48.0
6852.01,2.5839,298.161,0.134522,3.7249,23.4688,73.34,2209.0,1.6384,4.08,10528.0,256.0,21.128,98.0,54.76,0.98,2.17,-2.0,1.0,-0.04,-2.0,3.61,336.0,82.0,-5.15,2.25,29.5,465.5,224.0,208.0,16.0,3136.0,-77.6,268.0,46904.0,-1.785,1.715,0.000187432,-29.75282392,6.97e-05,-24.96175036,1.581203222,2.512256951,175.0,962.0,887.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,72.0
5722.87,3.94728,0.0,0.439651,2.7225,16.368,35.442,900.0,1.7161,2.16,11040.0,192.0,19.09333333,107.3333333,36.98,0.92,1.793333333,-2.0,-3.0,-0.04,-4.666666667,11.8336,48.0,6.0,1.78,-2.0,-4.0,174.0,96.0,85.33333333,-48.0,1024.0,14.24,-32.0,23488.0,-0.481,1.21,0.0127132,-45.7766803,1.3e-05,-15.48063917,7.780816981,4.369871006,140.0,962.0,6228.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,120.0
1342.32,4.25139,0.0,0.309758,3.1684,48.9856,18.156,2401.0,2.0164,2.6,9408.0,60.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,6.0,12.0,-12.0,0.0,0.0,0.0,7704.0,-0.6,1.912,0.000522472,-28.84093509,4.56e-05,-19.78768422,4.296719913,4.790712729,105.0,702.0,31374.0,0.0,944.0,0.389716841,-0.024257543,-0.004702983,2.0,36.0
12050.5,6.24659,0.0,0.974884,2.7225,22.704,39.534,900.0,1.7161,2.16,5760.0,72.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,6.0,12.0,-12.0,0.0,0.0,0.0,16488.0,-0.497,1.198,9.37e-05,-22.34096639,1.52e-05,-14.49426164,1.26239464,4.96123577,85.0,6228.0,6342.0,0.0,0.0,-0.110283159,-0.089079437,0.295377468,1.0,48.0
6411.22,5.70962,0.0,0.201743,3.6481,34.8384,85.5298,784.0,1.4641,5.32,3528.0,204.0,28.49493333,121.3333333,54.76,0.816666667,1.773333333,-1.666666667,0.0,-0.033333333,-6.2,9.2416,87.5,20.0,1.47,-1.5,-3.0,332.0,50.0,56.0,0.0,294.0,5.88,-12.0,12012.0,-0.246,1.059,1.63e-05,-18.52585315,8.76e-06,-15.8808716,0.253155749,2.492775513,120.0,962.0,6228.0,0.0,0.0,0.389716841,0.061818741,-0.217196949,1.0,48.0
8220.71,11.74027,0.0,1.67652,2.4025,25.37866667,64.046,625.0,1.9321,5.066666667,7600.0,216.0,19.96266667,116.6666667,54.76,0.326666667,1.54,-0.666666667,-1.333333333,-0.013333333,-7.8,9.2416,91.0,12.0,0.98,-1.0,-2.0,1368.0,4.0,12.0,-2.666666667,98.0,0.98,-2.0,19472.0,-0.937,1.309,5.21e-05,-23.90584977,6.55e-06,-9.482927812,0.819573622,3.208145762,75.0,12051.0,887.0,0.0,313.0,0.223050174,-0.051176216,0.161561432,2.0,48.0
36957.6,8.92625,0.0,1.87263,3.61,26.144,45.524,841.0,1.9044,2.44,22272.0,288.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,9.2416,107.3333333,24.33333333,2.59,-0.333333333,0.0,1464.0,16.0,32.0,-32.0,392.0,12.69333333,-8.0,91008.0,-0.415,0.907,2.25e-05,-15.97220455,8.42e-06,-10.19039986,0.330132803,3.903340489,80.0,6228.0,0.0,0.0,28118.0,-0.110283159,-0.089079437,0.295377468,2.0,24.0
18194.8,6.59717,0.0,0.74316,3.61,26.144,45.524,841.0,1.9044,2.44,11136.0,144.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,16.0,32.0,-32.0,0.0,0.0,0.0,15552.0,-0.427,0.909,7.77e-05,-24.12453367,1.74e-05,-18.08775364,0.746718062,3.28436294,180.0,962.0,0.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,24.0
1757.36,3.16769,408.067,0.101989,1.5376,29.8592,48.8312,4624.0,2.7225,5.28,15232.0,236.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,15.8404,54.0,10.0,4.29,-2.0,-6.0,192.0,12.0,24.0,-24.0,486.0,17.16,-24.0,17352.0,-0.572,1.981,0.593152,-61.05234475,4.79e-06,-16.6202028,2.986175777,1.084336798,140.0,962.0,6228.0,702.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,24.0
13622.2,4.73551,1.85485,0.112138,5.289657143,38.53691429,117.4147429,4813.857143,2.099142857,0.691428571,113940.0,1716.0,13.57056,135.6,44.092,1.088,1.008,-2.4,1.2,-0.156,-1.2,1.91844,192.0,0.0,0.0,4.8,0.0,77.6,84.0,72.0,12.0,900.0,0.0,0.0,2100.0,-0.501,1.307,1.13e-05,-24.5269748,5.61e-07,-9.434720868,0.163973085,0.283943393,160.0,962.0,0.0,0.0,313.0,-0.110283159,0.083073132,-0.129610464,2.0,72.0
7886.47,3.48324,38.2665,0.0258932,1.44,39.144,40.992,3969.0,2.8224,5.46,19152.0,352.0,18.8802,104.0,48.01,0.356,1.564,-0.8,-2.4,-0.016,-4.8,9.2416,126.0,33.0,2.31,-1.0,1.0,560.0,12.8,41.6,-19.2,392.0,34.72,64.0,26608.0,-0.661,2.132,7.23e-05,-30.44458079,6.91e-06,-21.87685839,0.807696525,1.64938453,120.0,962.0,0.0,0.0,0.0,-0.110283159,-0.003003152,0.082883502,1.0,72.0
40086.5,7.82539,0.0,0.953927,3.3964,23.8908,35.4873,774.75,1.831525,2.0525,20160.0,192.0,17.544,101.3333333,28.09,0.89,1.78,-1.833333333,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,24.0,48.0,-48.0,0.0,0.0,0.0,40344.0,-0.598,1.476,5.36e-05,-22.39814555,8.19e-06,-11.03797124,0.974216182,3.866782094,160.0,962.0,6228.0,0.0,14798.0,-0.110283159,0.083073132,-0.129610464,0.0,72.0
4065.37,2.94986,121.808,0.0728641,1.69745,14.1728,31.41955,630.5,2.77885,1.405,5056.0,40.0,23.908,112.0,28.09,0.89,3.37,-2.0,-2.0,-0.04,-6.0,11.8336,48.0,5.0,3.37,-2.0,-2.0,480.0,8.0,64.0,-8.0,256.0,3.56,-12.0,12288.0,-0.844,1.233,0.000151791,-34.24463518,9.42e-06,-21.94505547,1.156133586,1.764321389,120.0,962.0,702.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,48.0
1653.96,4.36754,0.0,0.329961,3.5344,28.63616,67.82288,729.0,1.5876,3.772,4752.0,150.0,15.1628,123.0833333,48.0925,0.671666667,1.46,-1.416666667,-0.083333333,-0.028333333,-2.445833333,9.8896,57.5,11.375,0.96125,1.75,-0.125,123.0,30.66666667,66.0,-0.666666667,422.0,2.62,6.0,5472.0,-0.479,1.166,0.000440601,-35.65564634,1.9e-05,-16.76551095,2.233408747,3.330929412,150.0,6228.0,0.0,0.0,0.0,-0.110283159,-0.089079437,0.295377468,1.0,60.0
6584.46,4.25664,0.0,0.323964,3.5344,30.8696,80.09426667,729.0,1.5876,2.538333333,24300.0,824.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,40.0,80.0,-80.0,0.0,0.0,0.0,28400.0,-0.72,1.187,0.000277799,-32.4781142,9.25e-06,-15.33289592,2.527713191,2.835632422,160.0,887.0,0.0,0.0,0.0,0.889716841,0.049058569,-0.413391639,1.0,72.0
1869.29,4.28609,0.0,0.261247,1.3689,23.62815,34.52085,3844.0,2.9584,4.75,11656.0,140.0,18.03888889,109.037037,35.46777778,0.692222222,1.7,-1.555555556,-3.407407407,-0.031111111,-5.555555556,9.6736,83.83333333,24.33333333,3.33,-1.166666667,-2.333333333,404.0,5.555555556,13.33333333,-10.22222222,154.5,4.12,-8.5,10752.0,-0.569,2.092,0.0871791,-53.82799864,1.69e-05,-16.49188929,4.105680592,2.888101747,130.0,962.0,31374.0,0.0,944.0,-0.110283159,0.083073132,-0.129610464,2.0,48.0
4990.63,4.74827,0.0,0.441133,2.7225,19.8,54.42525,900.0,1.7161,3.24,6660.0,146.0,20.95342222,133.7777778,45.87,0.95,1.028888889,-2.0,-2.444444444,-0.04,-3.533333333,9.9328,67.86666667,18.46666667,2.037333333,0.133333333,-0.666666667,382.0,50.0,20.0,-22.0,477.0,8.772,-4.8,30624.0,-0.469,1.211,0.000236559,-29.92575771,1.98e-05,-17.0381244,1.837228142,4.815761743,135.0,962.0,6228.0,0.0,944.0,-0.110283159,0.083073132,-0.129610464,2.0,72.0
2794.92,4.60511,0.0,0.324183,3.255,21.888,71.928,864.6,1.82908,4.656,8232.0,320.0,6.688,105.0,54.76,0.98,0.84,-2.0,1.0,-0.04,1.9,0.0,0.0,0.0,0.0,0.0,0.0,84.0,260.0,120.0,20.0,0.0,0.0,0.0,1560.0,-0.303,1.174,7.73e-05,-23.77783638,1.63e-05,-16.93098993,1.027478267,3.432398705,85.0,962.0,6228.0,887.0,176.0,-0.110283159,-0.003003152,0.082883502,2.0,96.0
6278.19,6.14293,0.0,0.350354,3.1684,37.7182,80.367,2401.0,2.0164,4.4375,37828.0,872.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,32.0,64.0,-64.0,0.0,0.0,0.0,22720.0,-0.991,2.043,7.4e-05,-20.87627244,1.98e-05,-15.68190259,1.110424454,3.810965463,220.0,962.0,0.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,72.0
2404.32,3.84672,0.0,0.336389,2.7225,27.72,58.0635,900.0,1.7161,3.24,9360.0,256.0,23.84354,116.725,34.09075,0.91025,1.44975,-2.0,-2.55,-0.04,-6.63,5.9168,24.0,2.5,0.645,-1.0,-1.5,174.0,28.6,33.0,-20.4,256.0,3.56,-8.0,11520.0,-0.539,1.229,0.000256833,-30.15154899,2.02e-05,-16.91843136,2.313707934,3.75503278,100.0,6228.0,0.0,0.0,0.0,-0.110283159,-0.089079437,0.295377468,1.0,48.0
3640.93,4.14527,0.0,0.202213,3.61,24.624,58.862,841.0,1.9044,3.66,7830.0,216.0,19.868,105.0,41.425,0.935,1.8,-2.0,-2.5,-0.04,-4.0,11.8336,48.0,6.0,1.78,-2.0,-4.0,150.0,144.0,108.0,-45.0,1152.0,16.02,-36.0,16092.0,-0.419,0.904,0.000665745,-32.35344101,5.65e-05,-22.14388606,2.502166442,3.248160259,25.0,6228.0,0.0,0.0,313.0,-0.110283159,-0.089079437,0.295377468,2.0,336.0
1842.74,3.04579,434.529,0.157626,2.7225,18.92,32.945,900.0,1.7161,1.8,4800.0,40.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,48.0,6.0,1.78,-2.0,-4.0,366.0,8.0,16.0,-16.0,256.0,3.56,-8.0,11536.0,-0.561,1.203,0.11731,-55.53402655,3.97e-05,-22.21298018,4.304496839,3.034160394,100.0,962.0,31374.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,60.0
5474.63,6.5073,227.006,0.323794,3.6481,30.66186667,48.03013333,784.0,1.4641,2.853333333,6272.0,112.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,4.0,8.0,-8.0,0.0,0.0,0.0,17128.0,-0.683,1.126,0.000369725,-30.1491796,3.8e-05,-20.42098254,3.417129916,3.484374214,120.0,6228.0,0.0,0.0,0.0,0.389716841,-0.024257543,-0.004702983,1.0,72.0
2157.38,3.14505,198.411,0.138342,3.6481,29.5668,40.8931,784.0,1.4641,3.0,8064.0,96.0,26.316,112.0,28.09,0.89,2.67,-2.0,-9.0,-0.04,-6.0,11.8336,48.0,12.0,2.67,-2.0,-9.0,624.0,8.0,24.0,-36.0,256.0,3.56,-12.0,19584.0,-0.972,1.14,0.00116298,-37.01177597,2.36e-05,-22.5177541,4.109349343,3.333766084,180.0,962.0,0.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,40.0
3711.81,5.082,0.0,0.156937,2.7225,22.704,50.25075,900.0,1.7161,2.76,15360.0,256.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,48.0,6.0,1.78,-2.0,-4.0,366.0,16.0,32.0,-32.0,512.0,7.12,-16.0,23472.0,-0.791,1.23,0.000466582,-36.51228514,1.71e-05,-18.08180396,2.272302597,1.833256907,130.0,962.0,0.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,72.0
13162.1,13.35173,0.0,0.843365,3.61,22.344,37.56028571,841.0,1.9044,1.568571429,87348.0,276.0,18.6864,109.2,33.424,0.908,1.718,-2.0,-3.8,-0.04,-5.2,0.0,0.0,0.0,0.0,0.0,0.0,324.0,52.8,45.6,-45.6,0.0,0.0,0.0,28416.0,-0.605,0.91,2.11e-05,-18.60580763,4.62e-06,-10.27560613,0.314866954,2.262409367,85.0,6228.0,0.0,0.0,28118.0,-0.110283159,-0.089079437,0.295377468,2.0,12.0
5186.13,4.42359,11.1471,0.67385047,2.8561,23.2544,40.4924,2304.0,2.1904,2.84,4608.0,44.0,21.0872,112.0,28.09,0.89,1.896666667,-2.0,-4.0,-0.04,-6.0,11.8336,60.0,11.25,3.4175,-2.25,-1.75,314.0,8.0,22.66666667,-16.0,256.0,7.47,-11.0,9944.0,-0.781,1.256,3.99e-05,-21.9514718,7.84e-06,-12.4970229,0.64262749,3.342933523,100.0,962.0,0.0,0.0,0.0,-0.110283159,-0.003003152,0.082883502,1.0,72.0
6983.83,8.03208,0.0,0.764629,2.7225,28.38,46.6785,900.0,1.7161,1.62,4800.0,96.0,17.544,144.0,28.09,0.89,1.78,-2.5,-3.0,-0.04,-6.0,11.8336,48.0,6.0,1.78,-4.0,-4.0,1360.0,4.0,8.0,-6.0,128.0,1.78,-8.0,18464.0,-0.492,1.245,2.36e-05,-17.49408513,1.02e-05,-13.82213859,0.360682006,4.226620813,100.0,962.0,6228.0,702.0,0.0,-0.110283159,-0.010970215,0.182239898,1.0,48.0
7574.63,5.47476,0.0,0.77973,1.7161,21.02986667,41.90253333,144.0,1.9321,2.48,8064.0,414.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,36.0,72.0,-72.0,0.0,0.0,0.0,25560.0,-0.673,1.469,0.00035812,-28.59404296,1.37e-05,-12.8693095,3.629392963,4.890613522,120.0,702.0,0.0,0.0,0.0,0.389716841,-0.024257543,-0.004702983,1.0,120.0
4761.62,2.6083,491.197,0.138375,2.7225,27.06,61.0005,900.0,1.7161,3.78,9120.0,320.0,18.734,105.0,41.425,0.935,2.15,-2.0,-0.5,-0.04,-4.0,7.5792,57.5,17.0,2.7725,-1.0,-1.5,271.0,128.0,176.0,-8.0,648.0,15.32,-40.0,23440.0,-0.769,1.224,0.000107752,-27.02358934,2.95e-05,-21.38328523,1.076173324,2.334395632,100.0,962.0,0.0,0.0,14798.0,-0.110283159,-0.003003152,0.082883502,0.0,72.0
11131.4,3.9852,37.8831,0.1998113,2.7225,22.704,114.7905,900.0,1.7161,3.36,30720.0,672.0,17.544,176.0,28.09,0.89,1.78,-3.0,-2.0,-0.04,-6.0,9.2416,126.0,72.0,7.98,0.0,12.0,828.0,16.0,32.0,-16.0,392.0,23.52,0.0,41664.0,-1.633,1.132,0.000462433,-30.52236165,6.52e-05,-21.89062987,2.69012904,3.556082342,90.0,962.0,6228.0,702.0,0.0,-0.110283159,-0.003003152,0.082883502,1.0,20.0
1221.09,10.72801,0.0,0.443762,3.61,26.144,52.06,841.0,1.9044,2.44,5568.0,78.0,22.99066667,106.6666667,28.09,0.89,2.49,-2.0,-4.666666667,-0.04,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,8.0,21.0,-14.0,0.0,0.0,0.0,5856.0,-0.479,0.923,3.37e-05,-21.01297893,5e-06,-11.45934888,0.510438603,2.460567681,100.0,962.0,6228.0,0.0,0.0,-0.110283159,-0.003003152,0.082883502,1.0,18.0
5585.45,5.19255,0.0,0.565289,2.7225,22.704,63.7065,900.0,1.7161,1.62,15360.0,336.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,16.0,32.0,-32.0,0.0,0.0,0.0,23072.0,-0.953,1.215,0.000529677,-32.44652556,1.26e-05,-13.28643733,3.305677636,4.381469496,110.0,962.0,0.0,0.0,944.0,-0.110283159,-0.003003152,0.082883502,2.0,80.0
3360.23,4.15013,0.0,0.240193,3.61,26.752,87.077,841.0,1.9044,1.85,8700.0,220.0,15.992,105.0,41.425,0.69,1.555,-1.5,-2.0,-0.03,-3.5,9.2416,126.0,24.0,2.66,0.0,4.0,260.0,18.0,22.0,-8.0,196.0,10.64,24.0,6384.0,-0.672,0.916,8.78e-05,-23.98135564,1.79e-05,-18.1677651,1.078436399,2.986700593,120.0,962.0,31275.0,6228.0,0.0,0.389716841,0.061818741,-0.217196949,1.0,72.0
2468.92,3.50951,158.552,0.0689946,2.7225,21.384,51.117,900.0,1.7161,3.24,3600.0,96.0,19.93333333,102.6666667,45.87,0.95,2.04,-2.0,-0.666666667,-0.04,-3.333333333,10.1056,82.0,23.11111111,3.493333333,-1.444444444,-2.444444444,394.6666667,60.0,60.0,-4.0,324.0,10.5,-15.33333333,15544.0,-0.432,1.211,9.22e-05,-28.89426346,6.59e-06,-19.32035244,0.824194052,1.201520676,140.0,962.0,6228.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,72.0
1513.12,3.25603,508.047,0.144466,1.21,35.002,40.458,4225.0,2.8224,7.28,9620.0,208.0,27.09144,115.0666667,52.038,0.57,1.848,-1.2,-2.133333333,-0.024,-6.32,0.0,0.0,0.0,0.0,0.0,0.0,301.2,22.66666667,34.0,-10.66666667,0.0,0.0,0.0,10364.0,-0.543,1.858,0.000256017,-27.60989166,7.46e-05,-23.09799763,1.427238181,2.195684394,170.0,962.0,0.0,0.0,313.0,-0.110283159,0.083073132,-0.129610464,2.0,72.0
40224.7,10.92309,0.0,1.88326,3.61,22.116,39.159,841.0,1.9044,2.48,37584.0,336.0,14.28,105.0,36.98,0.593333333,1.35,-1.333333333,-3.0,-0.026666667,-5.3,9.2416,91.0,12.0,0.98,-1.0,-2.0,402.0,40.0,72.0,-72.0,1176.0,11.76,-24.0,72096.0,-0.672,0.935,2.23e-05,-16.82455432,6.94e-06,-10.2690169,0.320119697,3.095198011,75.0,6228.0,0.0,0.0,0.0,-0.110283159,-0.089079437,0.295377468,1.0,40.0
1794.39,3.09037,42.5106,0.0408762,2.1368375,17.0194,52.0848,600.5,1.9970375,1.26,10592.0,196.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,48.0,6.0,1.78,-2.0,-4.0,240.0,8.0,16.0,-16.0,256.0,3.56,-8.0,10272.0,-0.664,1.237,0.000156846,-31.39438165,3.62e-06,-14.43449874,1.381900608,1.120560065,160.0,962.0,0.0,0.0,10340.0,-0.110283159,0.083073132,-0.129610464,0.0,60.0
5261.63,7.01537,0.0,0.520009,1.44,24.768,41.088,3969.0,2.8224,4.853333333,18144.0,260.0,17.544,112.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,56.0,30.0,7.28,-1.0,-1.0,454.0,16.0,32.0,-32.0,512.0,21.36,-32.0,27968.0,-0.854,2.084,0.00207842,-40.93774537,1.78e-05,-16.88844202,3.360912211,4.193247345,80.0,962.0,6228.0,6342.0,0.0,0.223050174,0.011519349,-0.04633881,1.0,72.0
2499.0,3.20904,603.909,0.29795,2.7225,22.044,38.874,900.0,1.7161,2.74,3720.0,60.0,14.28,105.0,36.98,0.593333333,1.35,-1.333333333,-3.0,-0.026666667,-5.3,10.9696,63.11111111,7.333333333,1.458888889,-1.555555556,-3.222222222,232.0,10.0,18.0,-18.0,354.0,4.54,-10.0,11096.0,-0.462,1.235,8.37e-05,-23.75125716,1.29e-05,-17.48767148,1.201540307,3.500072168,160.0,702.0,0.0,0.0,0.0,0.889716841,0.040564351,-0.304783433,1.0,120.0
3072.38,3.22485,209.077,0.0803766,1.9044,21.3348,26.7352,8464.0,2.89,3.1,19872.0,80.0,18.49842857,106.2857143,42.31857143,0.508571429,1.625714286,-1.142857143,-2.857142857,-0.022857143,-5.142857143,11.8336,96.0,41.14285714,6.702857143,-3.142857143,-6.857142857,1556.0,3.428571429,9.714285714,-5.714285714,128.0,10.75428571,-3.428571429,22128.0,-0.321,0.351,3.3e-05,-25.54982917,5.14e-06,-18.84691313,0.406954977,1.193367974,180.0,962.0,0.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,168.0
791.15,3.32227,295.344,0.141192,3.6481,28.62453333,61.56566667,784.0,1.4641,3.266666667,2912.0,92.0,20.76933333,114.3333333,45.87,0.705,1.258333333,-1.5,-1.333333333,-0.03,-5.1,10.1056,79.0,7.333333333,0.92,-1.0,-2.0,192.0,14.5,14.5,-4.0,162.0,1.87,-4.0,4612.0,-0.431,1.121,0.000482369,-34.61619201,6.46e-06,-18.20140203,2.758432854,1.758338318,160.0,962.0,0.0,0.0,0.0,-0.110283159,0.083073132,-0.129610464,1.0,96.0
