ASA [m^2/cm^3],CellV [A^3],Df,Di,Dif,NASA [m^2/cm^3],POAV [cm^3/g],POAVF,PONAV [cm^3/g],PONAVF,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,mc_CRY-chi-0-all,mc_CRY-chi-1-all,mc_CRY-chi-2-all,mc_CRY-chi-3-all,mc_CRY-Z-0-all,mc_CRY-Z-1-all,mc_CRY-Z-2-all,mc_CRY-Z-3-all,mc_CRY-I-1-all,mc_CRY-I-2-all,mc_CRY-I-3-all,mc_CRY-T-0-all,mc_CRY-T-1-all,mc_CRY-T-2-all,mc_CRY-T-3-all,mc_CRY-S-0-all,mc_CRY-S-1-all,mc_CRY-S-2-all,mc_CRY-S-3-all,D_mc_CRY-chi-1-all,D_mc_CRY-chi-2-all,D_mc_CRY-chi-3-all,D_mc_CRY-Z-1-all,D_mc_CRY-Z-2-all,D_mc_CRY-Z-3-all,D_mc_CRY-T-1-all,D_mc_CRY-T-2-all,D_mc_CRY-T-3-all,D_mc_CRY-S-1-all,D_mc_CRY-S-2-all,D_mc_CRY-S-3-all,sum-mc_CRY-chi-0-all,sum-mc_CRY-chi-1-all,sum-mc_CRY-chi-2-all,sum-mc_CRY-chi-3-all,sum-mc_CRY-Z-0-all,sum-mc_CRY-Z-1-all,sum-mc_CRY-Z-2-all,sum-mc_CRY-Z-3-all,sum-mc_CRY-I-0-all,sum-mc_CRY-I-1-all,sum-mc_CRY-I-2-all,sum-mc_CRY-I-3-all,sum-mc_CRY-T-0-all,sum-mc_CRY-T-1-all,sum-mc_CRY-T-2-all,sum-mc_CRY-T-3-all,sum-mc_CRY-S-0-all,sum-mc_CRY-S-1-all,sum-mc_CRY-S-2-all,sum-mc_CRY-S-3-all,sum-D_mc_CRY-chi-1-all,sum-D_mc_CRY-chi-2-all,sum-D_mc_CRY-chi-3-all,sum-D_mc_CRY-Z-1-all,sum-D_mc_CRY-Z-2-all,sum-D_mc_CRY-Z-3-all,sum-D_mc_CRY-T-1-all,sum-D_mc_CRY-T-2-all,sum-D_mc_CRY-T-3-all,sum-D_mc_CRY-S-1-all,sum-D_mc_CRY-S-2-all,sum-D_mc_CRY-S-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,sum-lc-chi-0-all,sum-lc-chi-1-all,sum-lc-chi-2-all,sum-lc-chi-3-all,sum-lc-Z-0-all,sum-lc-Z-1-all,sum-lc-Z-2-all,sum-lc-Z-3-all,sum-lc-I-0-all,sum-lc-I-1-all,sum-lc-I-2-all,sum-lc-I-3-all,sum-lc-T-0-all,sum-lc-T-1-all,sum-lc-T-2-all,sum-lc-T-3-all,sum-lc-S-0-all,sum-lc-S-1-all,sum-lc-S-2-all,sum-lc-S-3-all,sum-lc-alpha-0-all,sum-lc-alpha-1-all,sum-lc-alpha-2-all,sum-lc-alpha-3-all,sum-D_lc-chi-1-all,sum-D_lc-chi-2-all,sum-D_lc-chi-3-all,sum-D_lc-Z-1-all,sum-D_lc-Z-2-all,sum-D_lc-Z-3-all,sum-D_lc-T-1-all,sum-D_lc-T-2-all,sum-D_lc-T-3-all,sum-D_lc-S-1-all,sum-D_lc-S-2-all,sum-D_lc-S-3-all,sum-D_lc-alpha-1-all,sum-D_lc-alpha-2-all,sum-D_lc-alpha-3-all,sum-func-chi-0-all,sum-func-chi-1-all,sum-func-chi-2-all,sum-func-chi-3-all,sum-func-Z-0-all,sum-func-Z-1-all,sum-func-Z-2-all,sum-func-Z-3-all,sum-func-I-0-all,sum-func-I-1-all,sum-func-I-2-all,sum-func-I-3-all,sum-func-T-0-all,sum-func-T-1-all,sum-func-T-2-all,sum-func-T-3-all,sum-func-S-0-all,sum-func-S-1-all,sum-func-S-2-all,sum-func-S-3-all,sum-func-alpha-0-all,sum-func-alpha-1-all,sum-func-alpha-2-all,sum-func-alpha-3-all,sum-D_func-chi-1-all,sum-D_func-chi-2-all,sum-D_func-chi-3-all,sum-D_func-Z-1-all,sum-D_func-Z-2-all,sum-D_func-Z-3-all,sum-D_func-T-1-all,sum-D_func-T-2-all,sum-D_func-T-3-all,sum-D_func-S-1-all,sum-D_func-S-2-all,sum-D_func-S-3-all,sum-D_func-alpha-1-all,sum-D_func-alpha-2-all,sum-D_func-alpha-3-all,sum-f-lig-chi-0,sum-f-lig-chi-1,sum-f-lig-chi-2,sum-f-lig-chi-3,sum-f-lig-Z-0,sum-f-lig-Z-1,sum-f-lig-Z-2,sum-f-lig-Z-3,sum-f-lig-I-0,sum-f-lig-I-1,sum-f-lig-I-2,sum-f-lig-I-3,sum-f-lig-T-0,sum-f-lig-T-1,sum-f-lig-T-2,sum-f-lig-T-3,sum-f-lig-S-0,sum-f-lig-S-1,sum-f-lig-S-2,sum-f-lig-S-3,MNC,MPC,pure_CO2_kH,pure_CO2_widomHOA,pure_methane_kH,pure_methane_widomHOA,pure_uptake_CO2_298.00_15000,pure_uptake_CO2_298.00_1600000,pure_uptake_methane_298.00_580000,pure_uptake_methane_298.00_6500000,logKH_CO2,logKH_CH4,CH4DC,CH4HPSTP,temperature,time,solvent1,solvent2,solvent3,additive,param1,param2,param3,param4,param5,additive_category
1138.54,3565.41,4.30595,6.18036,6.18036,0.0,0.336076,0.3932,0.0,0.0,1.16997,1138.54,973.1360633,0.3932,0.336076,2.8561,26.1612,22.9502,63.7468,2304.0,1728.0,5760.0,4224.0,4.5,6.0,12.0,20.5,50.0,94.0,129.5,2.1904,4.8618,8.9392,13.2016,-7.875,-3.44,-17.44,180.0,168.0,488.0,9.5,6.0,24.5,3.375,2.84,8.84,17.1366,156.9672,137.7012,382.4808,13824,10368,34560,25344,6,27,36,72,123,300,564,777,13.1424,29.1708,53.6352,79.2096,-47.25,-20.64,-104.64,1080,1008,2928,57,36,147,20.25,17.04,53.04,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.89,0.89,1.78,2.0,2.0,4.0,-2.0,-2.0,-4.0,-0.04,-0.04,-0.08,-6.0,-6.0,-12.0,11.8336,15.7896,37.28272,50.7056,64.0,86.4,150.4,224.0,1.0,1.8,4.4,6.0,3.4,11.8,20.0,33.2,0.5329,1.01178,2.0002,2.9054,28.09,107.802,199.492,301.676,1.602,4.298,5.9,3.6,16.4,20.0,-2.8,-2.0,-5.6,-0.072,0.472,0.4,-10.8,-14.32,-25.12,472.7457,966.144,1600.3668,2054.112,1980.0,4128.0,6072.0,6768.0,69.0,144.0,236.0,312.0,380.0,952.0,1376.0,1560.0,29.2461,69.608,104.7596,125.9544,35.5008,26.316,61.8168,52.632,192.0,144.0,336.0,288.0,3,3.0,6.0,6.0,3.0,9.0,12.0,18.0,1.5987,1.6863,3.285,3.3726,84.27,179.67,263.94,359.34,2.67,2.67,5.34,6.0,6.0,12.0,-6.0,-6.0,-12.0,-0.12,-0.12,-0.24,-18.0,-18.0,-36.0,35.5008,47.3688,111.84816,152.1168,192.0,259.2,451.2,672.0,3,5.4,13.2,18.0,10.2,35.4,60.0,99.6,1.5987,3.03534,6.0006,8.7162,84.27,323.406,598.476,905.028,4.806,12.894,17.7,10.8,49.2,60.0,-8.4,-6.0,-16.8,-0.216,1.416,1.2,-32.4,-42.96,-75.36,1418.2371,2898.432,4801.1004,6162.336,5940,12384,18216,20304,207,432,708,936,1140,2856,4128,4680,87.7383,208.824,314.2788,377.8632,-0.586,1.232,0.00150996,-37.00025175,5.03e-05,-19.93274243,3.387493274,7.580563203,4.454869653,6.006202077,-2.821034557,-4.298377624,50.63762771,196.050711,85,24,962,6228,0,0,-0.031350973,-0.000827952,-0.110283159,-0.003003152,0.082883502,1
2238.01,29351.2,10.75924,12.72726,12.72726,0.0,1.23626,0.69904,0.0,0.0,0.565447,2238.01,3957.948313,0.69904,1.23626,2.4025,23.994,16.23625,32.49575,625.0,900.0,1150.0,1225.0,4.5,4.5,7.0,22.5,49.5,67.5,76.5,1.9321,4.56615,5.67815,7.2975,-8.505,-3.5,-10.115,76.5,66.5,126.0,12.5,6.0,12.5,2.97,2.17,4.48,28.83,287.928,194.835,389.949,7500,10800,13800,14700,12,54,54,84,270,594,810,918,23.1852,54.7938,68.1378,87.57,-102.06,-42.0,-121.38,918,798,1512,150,72,150,35.64,26.04,53.76,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.89,0.89,1.78,2.0,2.0,4.0,-2.0,-2.0,-4.0,-0.04,-0.04,-0.08,-6.0,-6.0,-12.0,9.2416,23.256,57.76,59.888,49.0,126.0,196.0,266.0,1.0,3.0,8.0,8.0,9.0,33.0,48.0,60.0,0.5625,1.7325,3.42,4.02,54.76,250.86,467.68,568.32,1.47,5.32,4.62,3.0,28.0,18.0,-2.0,8.0,4.0,-0.06,1.44,0.64,-11.7,-4.0,-17.6,332.5704,667.284,1090.7858,1377.345,1440.0,2928.0,4364.0,4764.0,48.0,100.0,162.0,214.0,262.0,656.0,956.0,1122.0,21.1088,49.4648,74.5906,90.0006,71.0016,52.632,123.6336,105.264,384.0,288.0,672.0,576.0,6,6.0,12.0,12.0,6.0,18.0,24.0,36.0,3.1974,3.3726,6.57,6.7452,168.54,359.34,527.88,718.68,5.34,5.34,10.68,12.0,12.0,24.0,-12.0,-12.0,-24.0,-0.24,-0.24,-0.48,-36.0,-36.0,-72.0,55.4496,139.536,346.56,359.328,294.0,756.0,1176.0,1596.0,6,18.0,48.0,48.0,54.0,198.0,288.0,360.0,3.375,10.395,20.52,24.12,328.56,1505.16,2806.08,3409.92,8.82,31.92,27.72,18.0,168.0,108.0,-12.0,48.0,24.0,-0.36,8.64,3.84,-70.2,-24.0,-105.6,1995.4224,4003.704,6544.7148,8264.07,8640,17568,26184,28584,288,600,972,1284,1572,3936,5736,6732,126.6528,296.7888,447.5436,540.0036,-0.558,1.295,0.00136954,-35.52141805,9.98e-06,-11.49890165,4.509646296,23.9246366,4.508825852,16.86456463,-2.863425279,-5.000865542,194.9190914,266.0484876,95,72,6228,0,0,944,0.073992873,0.332505382,-0.110283159,-0.089079437,0.295377468,2
2311.78,15113.6,7.03158,12.21806,12.21806,0.0,1.23905,0.7394,0.0,0.0,0.59675,2311.78,3873.950566,0.7394,1.23905,3.61,26.144,19.38,45.524,841.0,928.0,696.0,1624.0,4.0,4.0,8.0,16.0,32.0,48.0,80.0,1.9044,4.0296,4.2504,8.28,-6.16,-2.6,-8.76,84.0,92.0,176.0,8.0,4.0,12.0,2.6,2.44,5.04,21.66,156.864,116.28,273.144,5046,5568,4176,9744,6,24,24,48,96,192,288,480,11.4264,24.1776,25.5024,49.68,-36.96,-15.6,-52.56,504,552,1056,48,24,72,15.6,14.64,30.24,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.89,0.89,1.78,2.0,2.0,4.0,-2.0,-2.0,-4.0,-0.04,-0.04,-0.08,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.8188,691.152,1128.5408,1404.489,1532.0,3216.0,5024.0,5352.0,48.0,104.0,168.0,218.0,272.0,696.0,1064.0,1194.0,22.5072,53.7768,83.8504,98.6986,35.5008,26.316,61.8168,52.632,192.0,144.0,336.0,288.0,3,3.0,6.0,6.0,3.0,9.0,12.0,18.0,1.5987,1.6863,3.285,3.3726,84.27,179.67,263.94,359.34,2.67,2.67,5.34,6.0,6.0,12.0,-6.0,-6.0,-12.0,-0.12,-0.12,-0.24,-18.0,-18.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.4564,2073.456,3385.6224,4213.467,4596,9648,15072,16056,144,312,504,654,816,2088,3192,3582,67.5216,161.3304,251.5512,296.0958,-0.418,0.907,5.68e-05,-20.84017628,1.51e-05,-14.13097333,0.704267956,23.31401498,5.001432501,18.18247207,-4.245971386,-4.820258677,219.4501326,302.7186047,85,24,6228,0,0,28118,0.073992873,0.332505382,-0.110283159,-0.089079437,0.295377468,2
1539.18,3169.54,4.09157,5.80501,5.4799,0.0,0.434687,0.50668,0.0,0.0,1.16562,1539.18,1320.481804,0.50668,0.434687,2.7225,22.704,16.83,45.408,900.0,960.0,720.0,1920.0,4.0,4.0,8.0,16.0,32.0,48.0,48.0,1.7161,3.8252,4.0348,7.6504,-7.16,-3.6,-14.32,88.0,96.0,176.0,8.0,4.0,20.0,2.32,2.16,4.64,32.67,272.448,201.96,544.896,10800,11520,8640,23040,12,48,48,96,192,384,576,576,20.5932,45.9024,48.4176,91.8048,-85.92,-43.2,-171.84,1056,1152,2112,96,48,240,27.84,25.92,55.68,11.8336,8.772,23.6672,0.0,64.0,48.0,128.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5329,0.5621,1.0658,0.0,28.09,59.89,56.18,0.0,0.89,0.0,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,-0.04,0.0,0.0,-6.0,0.0,0.0,11.8336,8.772,23.6672,0.0,64.0,48.0,128.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5329,0.5621,1.0658,0.0,28.09,59.89,56.18,0.0,0.89,0.0,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,-0.04,0.0,0.0,-6.0,0.0,0.0,42.0033,52.632,71.0016,0.0,228.0,288.0,384.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,2.1916,3.3726,3.1974,0.0,284.0064,210.528,568.0128,0.0,1536.0,1152.0,3072.0,0.0,24,24.0,48.0,0.0,24.0,72.0,48.0,0.0,12.7896,13.4904,25.5792,0.0,674.16,1437.36,1348.32,0.0,21.36,0.0,0.0,48.0,0.0,0.0,-48.0,0.0,0.0,-0.96,0.0,0.0,-144.0,0.0,0.0,284.0064,210.528,568.0128,0.0,1536.0,1152.0,3072.0,0.0,24,24.0,48.0,0.0,24.0,72.0,48.0,0.0,12.7896,13.4904,25.5792,0.0,674.16,1437.36,1348.32,0.0,21.36,0.0,0.0,48.0,0.0,0.0,-48.0,0.0,0.0,-0.96,0.0,0.0,-144.0,0.0,0.0,1008.0792,1263.168,1704.0384,0.0,5472,6912,9216,0,96,144,144,0,288,432,144,0,52.5984,80.9424,76.7376,0.0,-0.415,1.251,6.69e-06,-14.83380351,2.54e-06,-10.71763034,0.103055636,6.16128692,1.253960088,4.82655714,-5.1742585,-5.595111573,116.1809122,156.959714,90,68,962,0,0,0,0.133002151,-0.000827952,-0.110283159,-0.221660742,-0.20352036,1
1717.32,19549.9,7.77882,13.28738,13.22247,0.0,0.838581,0.5957,0.0,0.0,0.710367,1717.32,2417.510949,0.5957,0.838581,3.6481,18.1832,24.3525,47.7309,784.0,616.0,840.0,1176.0,3.0,5.0,10.0,9.0,24.0,45.0,60.0,1.4641,2.6983,4.6585,7.3326,-3.79,-3.2,-5.89,62.0,110.0,238.0,1.0,0.0,10.0,1.4,2.2,6.04,87.5544,436.3968,584.46,1145.5416,18816,14784,20160,28224,24,72,120,240,216,576,1080,1440,35.1384,64.7592,111.804,175.9824,-90.96,-76.8,-141.36,1488,2640,5712,24,0,240,33.6,52.8,144.96,9.948509091,13.668,26.62334545,20.15054545,53.09090909,74.18181818,101.8181818,66.90909091,1.727272727,3.454545455,2.727272727,3.181818182,9.545454545,12.72727273,8.909090909,0.554427273,0.9933,1.542272727,1.130236364,47.48636364,137.9627273,194.06,141.9181818,0.955454545,2.177272727,2.063636364,2.0,10.72727273,10.54545455,-2.0,-0.545454545,-0.363636364,-0.04,0.512727273,0.516363636,-7.309090909,-3.090909091,-1.890909091,9.948509091,13.668,30.33767273,32.97381818,53.09090909,74.18181818,162.9090909,178.9090909,1.0,1.727272727,3.454545455,4.181818182,3.181818182,9.545454545,15.63636364,23.45454545,0.554427273,0.9933,1.956818182,2.4066,47.48636364,137.9627273,225.2745455,336.74,0.955454545,0.955454545,2.267272727,2.0,2.0,4.727272727,-2.0,-2.0,-4.727272727,-0.04,-0.04,-0.094545455,-7.309090909,-7.309090909,-17.45454545,229.8039273,492.0340909,765.4446545,897.9496364,992.1818182,2186.181818,3124.363636,3305.454545,34.36363636,73.63636364,113.4545455,138.5454545,187.0909091,459.8181818,645.8181818,705.8181818,15.38481818,36.8718,53.76785455,60.30447273,218.8672,300.696,585.7136,443.312,1168.0,1632.0,2240.0,1472.0,22,38.0,76.0,60.0,70.0,210.0,280.0,196.0,12.1974,21.8526,33.93,24.8652,1044.7,3035.18,4269.32,3122.2,21.02,47.9,45.4,44.0,236.0,232.0,-44.0,-12.0,-8.0,-0.88,11.28,11.36,-160.8,-68.0,-41.6,218.8672,300.696,667.4288,725.424,1168.0,1632.0,3584.0,3936.0,22,38.0,76.0,92.0,70.0,210.0,344.0,516.0,12.1974,21.8526,43.05,52.9452,1044.7,3035.18,4956.04,7408.28,21.02,21.02,49.88,44.0,44.0,104.0,-44.0,-44.0,-104.0,-0.88,-0.88,-2.08,-160.8,-160.8,-384.0,5055.6864,10824.75,16839.7824,19754.892,21828,48096,68736,72720,756,1620,2496,3048,4116,10116,14208,15528,338.466,811.1796,1182.8928,1326.6984,-0.426,1.004,0.000186825,-30.81238593,4.64e-06,-9.274880128,2.388201493,18.01813297,2.507287355,11.4956256,-3.728565009,-5.333882804,178.1377413,227.829074,140,48,962,887,0,0,-0.136694819,-0.334161285,-0.110283159,0.083073132,-0.129610464,1
992.474,3384.96,4.86854,6.23826,6.23826,0.0,0.204278,0.33608,0.0,0.0,1.64521,992.474,603.2506489,0.33608,0.204278,1.21,22.704,16.83,39.534,4900.0,3360.0,2520.0,5880.0,6.0,6.0,12.0,36.0,72.0,108.0,180.0,2.89,7.446,7.854,15.3,-14.04,-8.7,-22.74,372.0,384.0,756.0,24.0,18.0,42.0,5.82,5.58,11.4,4.84,90.816,67.32,158.136,19600,13440,10080,23520,4,24,24,48,144,288,432,720,11.56,29.784,31.416,61.2,-56.16,-34.8,-90.96,1488,1536,3024,96,72,168,23.28,22.32,45.6,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.89,0.89,1.78,2.0,2.0,4.0,-2.0,-2.0,-4.0,-0.04,-0.04,-0.08,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.7144,219.096,337.3204,385.387,548.0,1008.0,1456.0,1420.0,16.0,32.0,48.0,58.0,80.0,192.0,256.0,250.0,7.4224,16.2624,23.0448,24.6794,71.0016,52.632,123.6336,105.264,384.0,288.0,672.0,576.0,6,6.0,12.0,12.0,6.0,18.0,24.0,36.0,3.1974,3.3726,6.57,6.7452,168.54,359.34,527.88,718.68,5.34,5.34,10.68,12.0,12.0,24.0,-12.0,-12.0,-24.0,-0.24,-0.24,-0.48,-36.0,-36.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.2864,1314.576,2023.9224,2312.322,3288,6048,8736,8520,96,192,288,348,480,1152,1536,1500,44.5344,97.5744,138.2688,148.0764,-0.458,1.548,0.000375121,-31.08608967,2.62e-05,-18.25797617,2.151071758,4.75109,2.462311502,3.594163546,-3.425828623,-4.582448597,51.95229726,164.9730227,100,20,962,6228,0,0,0.075008283,-0.000827952,-0.110283159,-0.011074772,0.280791788,1
0.0,5590.16,2.81125,4.6846,4.66897,625.705,0.0,0.0,0.199088,0.25552,1.28345,625.705,487.5180178,0.25552,0.199088,2.7225,18.876,21.0375,43.2795,900.0,795.0,900.0,1470.0,3.5,5.0,10.0,12.5,30.5,54.0,72.0,1.7161,3.38635,5.0435,8.4102,-5.665,-4.5,-9.73,78.5,120.0,251.0,4.0,3.0,16.0,2.0,2.7,6.68,43.56,302.016,336.6,692.472,14400,12720,14400,23520,16,56,80,160,200,488,864,1152,27.4576,54.1816,80.696,134.5632,-90.64,-72.0,-155.68,1256,1920,4016,64,48,256,32.0,43.2,106.88,10.3936,12.512,25.20248889,19.77155556,55.66666667,68.0,104.2222222,81.55555556,1.555555556,3.111111111,2.555555556,2.666666667,8.0,10.66666667,9.111111111,0.549344444,0.891488889,1.436666667,1.195477778,42.90666667,119.5288889,169.0133333,147.8733333,0.94,1.873333333,1.918888889,2.0,8.666666667,7.888888889,-2.0,-0.888888889,-1.666666667,-0.04,0.382222222,0.286666667,-7.0,-3.777777778,-5.788888889,7.889066667,5.848,13.73706667,11.696,42.66666667,32.0,74.66666667,64.0,0.666666667,0.666666667,1.333333333,1.333333333,0.666666667,2.0,2.666666667,4.0,0.355266667,0.374733333,0.73,0.749466667,18.72666667,39.92666667,58.65333333,79.85333333,0.593333333,0.593333333,1.186666667,1.333333333,1.333333333,2.666666667,-1.333333333,-1.333333333,-2.666666667,-0.026666667,-0.026666667,-0.053333333,-4.0,-4.0,-8.0,99.72703333,188.292,282.6402667,299.5726667,451.3333333,852.0,1166.666667,1098.666667,13.66666667,27.33333333,40.0,44.66666667,67.33333333,158.0,202.6666667,189.3333333,6.240566667,13.7214,18.7832,18.9206,249.4464,300.288,604.8597333,474.5173333,1336.0,1632.0,2501.333333,1957.333333,24,37.33333333,74.66666667,61.33333333,64.0,192.0,256.0,218.6666667,13.18426667,21.39573333,34.48,28.69146667,1029.76,2868.693333,4056.32,3548.96,22.56,44.96,46.05333333,48.0,208.0,189.3333333,-48.0,-21.33333333,-40.0,-0.96,9.173333333,6.88,-168.0,-90.66666667,-138.9333333,189.3376,140.352,329.6896,280.704,1024.0,768.0,1792.0,1536.0,16,16.0,32.0,32.0,16.0,48.0,64.0,96.0,8.5264,8.9936,17.52,17.9872,449.44,958.24,1407.68,1916.48,14.24,14.24,28.48,32.0,32.0,64.0,-32.0,-32.0,-64.0,-0.64,-0.64,-1.28,-96.0,-96.0,-192.0,2393.4488,4519.008,6783.3664,7189.744,10832,20448,28000,26368,328,656,960,1072,1616,3792,4864,4544,149.7736,329.3136,450.7968,454.0944,-0.455,1.212,0.0118646,-44.3157852,3.87e-05,-20.94799742,3.926041923,6.256368495,3.587340849,4.926246024,-1.925746899,-4.412715684,47.94270461,176.3960305,85,12,702,6228,0,0,0.191143352,0.332505382,0.889716841,0.040564351,-0.304783433,1
0.0,13312.0,3.45398,4.79531,4.62079,214.439,0.0,0.0,0.116332,0.1383,1.18884,214.439,180.3766697,0.1383,0.116332,3.61,17.328,29.07,54.15,841.0,609.0,1044.0,1218.0,3.0,6.0,12.0,9.0,27.0,54.0,72.0,1.9044,3.105,6.3756,9.4392,-3.42,-3.9,-5.7,66.0,138.0,306.0,0.0,0.0,12.0,1.89,3.66,9.72,28.88,138.624,232.56,433.2,6728,4872,8352,9744,8,24,48,96,72,216,432,576,15.2352,24.84,51.0048,75.5136,-27.36,-31.2,-45.6,528,1104,2448,0,0,96,15.12,29.28,77.76,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.84,150.22,0.98,2.66,2.17,2.0,14.0,13.0,-2.0,0.0,1.0,-0.04,0.72,0.74,-7.8,-2.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.2282,268.821,406.22,458.812,466.0,1080.0,1400.0,1288.0,20.0,42.0,64.0,76.0,106.0,258.0,352.0,360.0,8.1492,19.8506,27.9072,28.9716,110.8992,186.048,346.56,253.536,588.0,1008.0,1176.0,672.0,12,24.0,48.0,36.0,48.0,144.0,192.0,120.0,6.75,13.86,20.52,13.59,657.12,2006.88,2806.08,1802.64,11.76,31.92,26.04,24.0,168.0,156.0,-24.0,0.0,12.0,-0.48,8.64,8.88,-93.6,-24.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.7384,3225.852,4874.64,5505.744,5592,12960,16800,15456,240,504,768,912,1272,3096,4224,4320,97.7904,238.2072,334.8864,347.6592,-0.267,0.823,0.000385708,-32.93940407,7.09e-05,-25.78787431,2.322212341,4.783349724,3.259547152,4.309708718,-3.413741353,-4.149174938,34.83158883,142.9437211,180,72,962,0,0,0,-0.136694819,-0.334161285,-0.110283159,0.083073132,-0.129610464,1
