mc_CRY-chi-1-all,mc_CRY-Z-3-all,mc_CRY-S-2-all,sum-D_mc_CRY-chi-3-all,func-alpha-2-all,f-lig-T-2,MPC,logKH_CH4,CH4DC,temperature,time
23.4688,2632.0,7.8848,-56.96,3011.0425,742.0,0.916,-4.131376131,10.42079909,178.0,48.0
22.35306667,2752.0,6.077866667,-405.6,261.1885,684.0,1.218,-5.084197191,148.3591131,100.0,72.0
37.7712,2704.0,7.975,-251.16,59.80090909,22.90909091,1.263,-5.524118252,71.62449074,150.0,72.0
29.13386667,1829.333333,6.211333333,-28.52,84.41061224,945.7142857,1.092,-5.178807562,86.58201791,80.0,72.0
31.992,2825.0,9.75085,-195.2,0.0,184.6666667,1.324,-4.992866983,128.0754402,100.0,144.0
33.62944,3499.2,8.96112,-232.72,87.98,788.0,1.224,-5.050029208,4.672410617,160.0,96.0
24.768,5166.0,8.5092,-170.48,9.363333333,510.0,2.051,-4.876510967,44.11023206,80.0,72.0
30.25745455,1282.909091,7.412618182,-259.44,140.82,144.0,1.2,-5.420851166,113.2543834,90.0,72.0
31.584,1728.0,5.8212,-41.6,193.8266667,528.0,1.175,-4.788305586,29.25723697,80.0,24.0
22.704,1680.0,4.0348,-86.08,87.98,332.0,1.25,-4.690212323,74.20274706,100.0,48.0
24.18,4328.0,10.1939,-180.68,0.0,136.0,1.708,-5.680902273,46.83532703,170.0,168.0
31.34386667,4608.0,7.883466667,-74.72,159.06,747.0,1.231,-4.750676877,17.13602186,120.0,72.0
21.63072,1104.0,8.49012,-464.16,0.0,424.0,1.482,-4.772018224,142.4525446,120.0,120.0
23.541,2088.0,6.0444,-118.72,0.0,228.0,0.909,-4.950634652,126.6242887,85.0,24.0
42.8624,1568.0,4.3736,-18.96,180.9066667,1528.0,2.006,-4.440251329,183.5953835,160.0,24.0
28.0704,1764.0,7.854,-78.48,0.0,256.0,2.352,-5.857792049,68.43497231,180.0,96.0
36.7392,2744.0,7.4408,-77.76,0.0,424.0,2.021,-4.912513179,88.70282482,100.0,72.0
26.144,1624.0,4.2504,-70.08,0.0,2036.0,0.905,-5.101343368,191.6821162,80.0,48.0
31.33333333,2322.0,6.6843,-260.04,158.4433333,353.3333333,1.173,-4.348610518,41.6701921,160.0,72.0
37.614,9450.0,12.7596,-624.48,0.0,424.0,2.067,-4.807006266,15.36401387,120.0,72.0
25.81376,2419.2,7.73904,-181.68,58.65333333,256.0,1.449,-4.610012193,74.81716589,150.0,96.0
21.285,2535.0,7.922225,-141.52,211.8822222,2268.0,1.21,-4.092427958,80.53671051,110.0,72.0
39.3432,2544.0,7.9772,-75.28,136.53,397.0,1.228,-4.383014345,13.76813065,100.0,96.0
27.0384,1416.0,11.57406667,-843.84,0.0,6.0,1.494,-4.991425376,40.53685242,150.0,60.0
16.7872,1844.0,6.78505,-99.4,87.98,560.0,1.466,-4.993144765,168.7488692,100.0,72.0
31.16,2030.0,7.4382,-41.48,43.99,190.0,0.921,-3.898493504,29.75201613,120.0,120.0
22.704,1440.0,5.7509,-71.76,119.78,1014.0,1.222,-4.565094329,142.0735413,100.0,48.0
34.8384,2240.0,11.132,-31.2,249.38,454.0,1.055,-4.763427472,43.79990263,120.0,48.0
22.5784,1632.0,4.5584,-24.84,211.23,876.0,1.192,-4.892918981,134.6468622,180.0,96.0
26.488,2640.0,6.322933333,-645.12,119.78,1068.0,1.248,-4.698716016,64.20581669,140.0,12.0
58.136,6528.0,11.1,-111.76,0.0,672.0,1.298,-4.478220106,72.97174676,130.0,72.0
28.392,2832.0,6.2678,-88.0,584.5866667,310.0,1.232,-5.08997837,36.27171344,120.0,72.0
48.9856,1176.0,4.3736,-18.48,0.0,978.0,2.07,-4.75359006,177.6719658,130.0,24.0
33.52589091,4006.0,8.656363636,-359.12,0.0,118.7692308,1.263,-5.694410049,62.46034228,160.0,96.0
34.77,2813.0,8.9907,-135.24,43.99,332.0,0.95,-4.998430693,96.46036032,80.0,72.0
33.246,6268.5,9.9372,-205.72,0.0,413.7142857,1.943,-4.666929748,36.05907187,120.0,48.0
33.5296,2976.0,7.9772,-69.36,195.44632,750.0,1.695,-4.922821118,159.601559,85.0,48.0
27.13013333,3072.0,6.018666667,-73.14,65.985,788.0,1.242,-4.74268629,82.23621853,130.0,144.0
26.144,1624.0,4.2504,-70.08,0.0,1016.0,0.905,-5.040545509,227.3421509,100.0,18.0
26.9696,4176.0,8.8998,-78.56,18.72666667,266.6666667,2.104,-5.012037158,120.073505,105.0,72.0
26.144,1624.0,4.2504,-210.24,1003.44,4794.0,0.914,-4.705972699,190.2845359,85.0,18.0
29.068,3072.0,6.7488,-195.04,87.98,826.0,1.227,-4.789866155,113.3815368,100.0,72.0
33.5296,4608.0,11.3072,-140.48,87.98,194.0,1.23,-6.098677928,30.04398545,180.0,120.0
27.716,2496.0,6.8376,-43.64,221.7266667,505.3333333,1.205,-5.056411018,63.49458213,160.0,48.0
23.734,2176.333333,7.28975,-193.32,0.0,190.0,1.308,-5.161783299,117.1464046,100.0,72.0
22.704,1680.0,4.0348,-258.24,227.37,1266.0,1.204,-4.997173276,209.6040191,85.0,12.0
22.532,1056.0,8.1454,-66.0,239.56,190.0,1.472,-5.053479943,174.759343,100.0,120.0
28.02453333,1512.0,3.8808,-214.08,151.58,844.0,1.144,-5.097322789,207.8846777,105.0,23.0
27.607,3103.0,8.87685,-218.16,293.8333333,1472.666667,1.385,-4.821210041,15.85277737,120.0,72.0
26.144,1624.0,4.2504,-52.56,0.0,4076.0,0.9,-4.020180845,146.9412918,85.0,48.0
35.402,1200.0,4.2812,-38.68,87.98,294.0,1.321,-4.792419485,85.3396431,80.0,48.0
19.8,2415.0,6.026,-101.36,145.896,579.2,1.211,-4.778533598,108.3633626,70.0,72.0
26.144,1624.0,4.2504,-105.12,0.0,396.0,0.928,-5.205058377,186.2810024,65.0,48.0
15.048,1350.0,6.0522,-81.36,404.595,1176.0,1.139,-4.878105455,110.7953812,100.0,12.0
32.148,3480.0,9.9636,-252.96,0.0,294.0,0.962,-4.871820519,118.9271888,180.0,72.0
34.67794286,3579.428571,9.6012,-329.0,0.0,401.7142857,1.17,-5.003773865,34.69723741,160.0,48.0
34.24106667,2187.0,6.9678,-159.72,21.995,239.5,1.199,-4.953692173,109.1019406,150.0,65.0
37.8944,1680.0,8.349,-55.32,21.995,414.0,1.117,-3.92066316,26.20413584,120.0,48.0
35.5696,2754.0,8.0262,-278.24,0.0,276.0,1.191,-5.101204635,130.0432094,100.0,24.0
27.72,3120.0,12.1044,-71.84,79.85333333,1578.666667,1.221,-4.453403053,63.03000201,110.0,24.0
24.4996,5029.333333,5.236,-147.92,87.98,332.0,0.28,-5.281730052,133.7343443,180.0,72.0
27.61066667,2333.333333,9.6744,-126.28,259.0461111,434.0,1.294,-4.140468433,20.65548638,95.0,72.0
28.4544,3004.4,8.99208,-742.72,28.09,280.8,0.918,-5.301249804,213.8396787,85.0,24.0
24.4928,3024.0,11.3876,-63.8,87.98,978.0,1.941,-5.029308243,119.4563812,100.0,120.0
29.293,5330.0,9.2904,-87.4,0.0,522.0,1.745,-4.736290569,112.610095,80.0,72.0
26.144,1624.0,4.2504,-52.56,0.0,484.0,0.905,-4.79042065,163.8668634,60.0,48.0
21.02986667,800.0,6.857333333,-97.92,0.0,424.0,1.477,-4.502822847,62.46632122,110.0,24.0
22.38293333,2864.0,7.1326,-103.64,0.0,256.0,1.509,-4.818436508,132.0907818,100.0,48.0
27.72,2100.0,6.0522,-27.32,74.0,365.3333333,1.216,-4.179983204,43.36792511,80.0,24.0
27.716,2304.0,6.8376,-17.9,247.325,688.0,1.213,-4.830898931,38.01750443,80.0,72.0
26.144,1624.0,4.2504,-35.04,0.0,1244.0,0.895,-4.710712126,140.7369384,75.0,24.0
22.704,2700.0,8.1744,-300.96,0.0,522.0,1.213,-4.823518052,109.7967315,110.0,60.0
29.068,3648.0,7.844,-59.26,227.37,1376.0,1.239,-4.914638056,155.8251308,85.0,72.0
28.2918,4488.0,6.4295,-134.88,83.62,274.0,1.73,-4.822051044,131.4421414,95.0,24.0
26.144,1624.0,4.2504,-210.24,227.37,1266.0,0.916,-5.052362903,204.3573601,115.0,23.0
35.7094,3744.0,11.2959,-200.24,143.736,294.8,2.387,-4.889929059,1.286209791,130.0,72.0
37.23226667,2314.666667,6.8728,-82.68,87.98,1538.0,1.141,-4.07814764,30.04064182,130.0,48.0
29.326,2100.0,9.2157,-155.36,0.0,156.0,1.308,-4.353751197,37.15143221,150.0,120.0
26.144,1624.0,4.2504,-52.56,0.0,576.0,0.899,-5.121015433,212.6609778,85.0,12.0
20.064,2040.0,7.901483333,-554.88,0.0,210.4444444,1.177,-4.782060943,93.86868401,150.0,120.0
31.31232,6796.8,13.28448,-394.56,232.81,1024.0,1.217,-4.623530718,77.67742304,80.0,48.0
27.2384,3375.6,10.33896,-101.44,240.4828571,231.1428571,0.908,-5.087559522,38.56501425,120.0,72.0
27.716,2688.0,7.3852,-42.8,49.29,412.0,1.228,-4.956343052,45.22055053,170.0,96.0
24.88266667,1666.666667,6.857333333,-84.48,876.88,352.0,1.294,-4.573004291,56.65473958,100.0,48.0
34.2912,2160.0,11.592,-32.82,249.38,454.0,1.102,-4.662446901,48.59030009,130.0,24.0
21.78666667,1353.333333,3.542,-87.6,87.98,1776.0,0.925,-4.402538475,34.26517756,180.0,24.0
27.06,2400.0,8.0696,-57.8,83.62,993.0,1.234,-5.250547382,87.3323974,100.0,24.0
23.90976,2318.4,8.81496,-171.84,0.0,220.0,1.697,-5.142545074,99.75301112,160.0,72.0
28.38,2970.0,8.7377,-161.28,1695.0,834.0,1.233,-4.798267042,123.2600571,120.0,72.0
21.714,1935.0,6.73995,-105.24,186.07,386.0,1.239,-4.836531506,72.97172652,90.0,72.0
24.88266667,1800.0,6.857333333,-92.04,239.56,738.0,1.303,-4.708877675,58.83115266,95.0,72.0
19.866,1470.0,3.53045,-75.32,127.61,1700.0,1.243,-4.916085497,172.4337776,85.0,72.0
24.2966,2246.0,3.6806,-13.18,0.0,332.0,0.812,-5.083964755,50.16123474,150.0,24.0
17.028,1260.0,3.0261,-32.28,202.72,976.0,1.192,-4.277563529,90.62011208,120.0,24.0
40.61267692,7964.153846,10.38073846,-404.36,186.11,266.0,1.689,-5.920789802,72.442864,170.0,96.0
26.144,1624.0,4.2504,-52.56,0.0,956.0,0.909,-4.726191113,183.8201415,70.0,48.0
39.0402,3312.0,3.927,-28.08,937.335,834.0,0.314,-5.260299522,178.8817124,90.0,72.0
28.392,3552.0,8.4582,-112.8,43.99,570.0,1.228,-4.644830183,85.22017581,100.0,72.0
34.056,3540.0,10.62846667,-340.32,0.0,6.0,1.284,-5.053181392,26.30241365,160.0,96.0
29.293,4674.0,9.3626,-87.4,0.0,416.0,1.598,-4.909830156,129.5115276,85.0,24.0
29.336,3259.6,11.80728,-483.6,87.98,281.0,0.92,-4.048766938,37.6345663,140.0,72.0
25.8688,1215.0,3.3957,-56.2,270.5933333,698.0,1.187,-5.031313494,192.23232,110.0,48.0
26.144,1624.0,4.2504,-105.12,501.72,3558.0,0.9,-5.157188636,197.85678,85.0,72.0
28.8144,7482.666667,16.21233333,-277.12,0.0,332.0,0.287,-6.127193065,124.3414458,180.0,72.0
34.8176,1890.0,6.9237,-87.56,61.114,478.6666667,1.18,-4.103775358,46.77950884,120.0,72.0
36.18194286,3394.285714,10.9116,-310.44,300.7966667,424.0,1.186,-5.107905954,115.002769,120.0,36.0
26.144,1624.0,4.2504,-52.56,114.4,636.0,0.915,-4.908385794,152.8896281,85.0,24.0
16.42816,1842.4,5.51936,-49.84,0.0,124.0,0.522,-5.297174986,135.6668575,160.0,72.0
21.12,2448.0,6.41376,-119.52,29.32666667,147.3333333,1.202,-5.010741563,107.9307961,80.0,72.0
28.272,1870.5,6.3756,-81.24,255.3,220.0,0.917,-5.12665905,33.17934718,90.0,72.0
30.2848,4596.0,12.2322,-287.32,186.295,314.0,1.202,-4.76669669,33.39808504,150.0,72.0
24.32571429,2905.714286,7.438928571,-569.64,204.1383333,1548.0,1.236,-4.947459954,146.9518261,110.0,72.0
42.8672,9121.692308,11.00067692,-479.48,186.11,266.0,1.891,-5.873930314,70.08331561,160.0,72.0
22.044,1980.0,6.0522,-112.56,140.82,546.6666667,1.213,-4.957259149,170.9494501,120.0,48.0
26.784,1450.0,7.848866667,-142.96,184.08,527.2,1.298,-4.3263286,39.41263643,120.0,72.0
31.992,1450.0,6.4218,-71.36,0.0,10.66666667,1.423,-4.898589772,50.73943109,140.0,72.0
22.704,5880.0,7.854,-90.96,0.0,424.0,1.39,-5.363447917,20.47526323,180.0,72.0
36.0296,9422.325581,11.51236512,-4352.32,0.0,29.5,1.947,-6.764489228,44.50091777,120.0,120.0
22.044,1680.0,5.0435,-131.64,94.19166667,556.0,1.228,-4.962302651,161.9300901,120.0,72.0
29.8256,4698.0,7.5306,-84.84,213.692,1158.0,2.136,-4.65839733,87.8362892,130.0,72.0
24.768,4608.0,7.8078,-75.36,0.0,68.0,1.525,-5.105073916,53.32047079,140.0,48.0
26.144,1624.0,4.2504,-52.56,334.48,2188.0,0.904,-4.57422946,175.7226526,80.0,24.0
21.384,1890.0,6.026,-49.8,156.3511111,612.6666667,1.211,-4.601509655,67.89381207,120.0,72.0
38.8032,2268.0,6.9237,-107.04,69.25333333,523.0,1.197,-4.241144857,46.81437279,180.0,72.0
19.38514286,2897.142857,6.295485714,-78.88,35.192,146.8,1.199,-4.629605354,27.84177153,140.0,120.0
27.828,4284.0,6.468,-34.12,87.98,1840.0,1.865,-4.543594487,104.4620593,85.0,24.0
18.92,2736.0,5.2052,-51.28,179.2866667,712.0,1.538,-5.152493354,29.33217938,95.0,72.0
24.3648,1512.0,5.8212,-33.68,155.8933333,536.0,1.118,-4.339161074,23.70558227,95.0,72.0
23.2544,1984.0,3.798666667,-45.2,227.37,580.0,1.222,-5.5588235,31.83069127,160.0,60.0
26.144,1624.0,4.2504,-26.28,87.98,332.0,0.914,-4.751090453,87.51788305,150.0,24.0
21.02986667,800.0,6.857333333,-195.84,239.56,478.0,1.476,-4.412778593,80.14450143,120.0,48.0
26.144,1624.0,4.2504,-52.56,191.33,1064.0,1.157,-4.596153972,154.4532926,80.0,72.0
30.184,2100.0,8.707133333,-332.64,213.6955556,259.5555556,1.215,-5.352351057,29.94261786,90.0,72.0
20.7936,6200.2,9.69864,-77.52,0.0,980.0,0.773,-5.535443391,40.36239447,175.0,72.0
30.18026667,1800.0,5.9976,-99.0,0.0,978.0,1.197,-5.071651779,183.2033597,120.0,168.0
25.7528,3562.0,9.1224,-124.64,87.98,420.0,1.87,-4.893778496,103.3728374,80.0,72.0
26.144,1624.0,4.2504,-105.12,303.8933333,1328.0,0.905,-4.663232166,151.7332123,80.0,108.0
22.044,1650.0,5.0435,-41.44,83.62,1413.0,1.23,-4.284405252,65.74845756,100.0,24.0
18.876,1515.0,5.0435,-41.86,214.626,760.8,1.211,-4.531742788,26.90549065,120.0,24.0
28.392,2304.0,5.698,-35.28,140.005,1222.5,1.234,-4.728860334,163.9986222,140.0,48.0
34.8816,1920.0,4.5584,-27.76,87.98,788.0,1.243,-5.001444256,49.96757976,130.0,144.0
14.5136,6632.222222,4.295111111,-91.4,0.0,230.0,0.496,-5.558895844,131.4723959,170.0,72.0
32.85216,1908.8,6.79656,-269.6,69.87714286,628.5714286,2.002,-4.265933411,84.94443057,100.0,120.0
31.00586667,3584.0,6.077866667,-83.52,0.0,332.0,1.252,-4.770822611,23.51661678,180.0,168.0
41.40362667,5075.466667,8.951866667,-308.04,240.5,419.3333333,1.29,-5.457729929,111.1618292,160.0,72.0
24.596,3210.0,8.342516667,-270.48,375.7286667,600.0,1.231,-5.407739946,183.4096446,95.0,24.0
26.144,1624.0,4.2504,-140.16,0.0,1816.0,0.908,-4.504465375,102.3611893,80.0,96.0
27.828,4284.0,6.468,-136.48,3371.92,1124.0,2.136,-4.822535648,126.1483746,100.0,48.0
21.824,2480.0,6.9954,-283.08,87.98,338.0,1.197,-5.172101107,23.45472558,180.0,120.0
19.608,1218.0,3.1878,-26.28,277.4733333,682.0,0.901,-4.681408734,85.33917796,120.0,20.0
19.0232,3850.0,13.108,-44.1,876.88,552.0,0.73,-4.772774234,34.06666348,90.0,48.0
30.324,2581.0,8.7368,-27.9,41.69333333,192.0,2.155,-5.981020877,40.19399236,140.0,120.0
23.876,1309.5,4.2777,-120.32,175.374,914.6666667,1.158,-6.107783478,22.96662744,100.0,72.0
23.4688,2632.0,7.8848,-56.96,2946.7,648.0,1.206,-4.131737133,15.12446478,171.0,96.0
24.86613333,1116.0,4.5276,-18.18,292.5516667,726.0,1.131,-5.125787888,33.74790534,130.0,48.0
20.86586667,1728.0,4.5584,-43.38,58.65333333,368.0,1.189,-5.169603824,94.13587737,80.0,72.0
26.144,1624.0,4.2504,-105.12,0.0,978.0,0.899,-5.238150312,210.8491999,80.0,24.0
23.392,1848.0,11.016,-385.2,0.0,978.0,2.332,-5.19452225,146.706647,120.0,48.0
38.6584,3248.0,8.5184,-227.04,0.0,420.0,1.138,-4.956881467,206.6900023,160.0,72.0
27.72,2235.0,6.55655,-119.0,117.7093333,745.3333333,1.218,-4.952900444,154.8117742,80.0,96.0
30.272,3648.0,10.4104,-74.88,0.0,28.0,1.704,-5.64456189,94.49048133,160.0,24.0
24.03413333,2698.666667,10.04986667,-297.04,0.0,256.0,1.243,-4.611041363,75.62723434,150.0,96.0
26.144,1624.0,4.2504,-105.12,0.0,294.0,0.909,-4.769441242,191.1172734,180.0,24.0
7.38225,0.0,1.44,0.0,0.0,0.0,0.622,-6.144172042,74.10604566,100.0,72.0
26.1612,2352.0,6.179,-73.08,227.37,1376.0,1.238,-4.866566485,141.6878439,110.0,72.0
18.0256,672.0,4.2812,-26.96,119.78,292.0,1.421,-4.906911168,112.1346223,120.0,72.0
30.08,1890.0,7.7616,-41.6,294.85,761.0,1.133,-4.073891744,15.34224038,85.0,72.0
32.802,3620.0,9.554266667,-163.56,0.0,190.0,1.284,-4.946076849,29.97445418,110.0,96.0
25.28973333,3114.666667,9.046733333,-489.88,32.9925,256.0,1.521,-4.963019979,145.2477234,150.0,96.0
27.72,2400.0,7.0609,-268.16,219.9733333,342.6666667,1.215,-5.020796375,99.88872847,120.0,48.0
20.8884,3648.0,8.547,-115.16,150.9333333,219.3333333,1.175,-4.954833552,92.11229682,120.0,72.0
22.044,1860.0,5.0435,-47.24,193.8266667,461.3333333,1.221,-4.252278314,64.65406509,150.0,72.0
27.132,1740.0,7.9695,-69.28,111.132,297.6,0.901,-4.538981954,44.07816853,25.0,252.0
26.488,4940.0,10.584,-81.6,227.37,1332.0,1.967,-4.90981957,81.83610604,140.0,72.0
56.784,6336.0,20.424,-90.88,175.96,1304.0,1.272,-3.46217587,8.205766211,180.0,120.0
25.91466667,2288.0,6.655866667,-184.32,87.98,294.0,1.232,-5.036494083,127.9821295,100.0,120.0
29.2032,3264.0,8.603733333,-41.5,300.0133333,542.6666667,1.215,-4.93783559,42.69846725,140.0,72.0
39.4224,1512.0,5.5902,-43.68,0.0,6.0,1.153,-5.346815475,105.4685058,150.0,72.0
16.368,1260.0,4.0348,-66.24,192.3466667,684.0,1.189,-4.708293792,14.20122821,80.0,36.0
30.53930182,12829.09091,15.96411273,-2786.66,109.3666667,120.0512821,2.022,-5.567978858,72.83498448,170.0,168.0
42.8624,1568.0,4.3736,-18.96,43.99,560.0,1.999,-4.681930401,136.2813339,85.0,120.0
21.824,2280.0,6.322933333,-136.8,246.75,480.0,1.229,-5.747212482,29.74846996,160.0,72.0
23.4688,2632.0,7.8848,-56.96,3011.0425,706.0,1.182,-4.10536166,18.81121648,176.0,72.0
23.104,1624.0,8.5008,-45.6,0.0,352.0,0.844,-4.93168053,131.7416533,150.0,72.0
24.09328889,5450.666667,15.31848889,-543.44,119.038,533.2,1.897,-4.747404225,72.4415207,120.0,120.0
26.55666667,2791.666667,11.8428,-286.96,17.31333333,184.6666667,1.314,-4.811316139,66.06223854,120.0,72.0
21.384,1680.0,6.0522,-44.72,43.99,314.0,1.209,-4.843720474,19.00842032,85.0,72.0
18.61,1215.0,9.640125,-141.62,227.37,1332.0,1.5,-4.717550099,104.8508333,120.0,120.0
28.392,3648.0,6.8376,-112.16,328.19,722.0,1.22,-4.433474126,14.67441106,100.0,48.0
26.144,1624.0,4.2504,-210.24,184.5923333,736.0,0.911,-5.029292911,205.395817,75.0,48.0
25.1808,5544.0,7.7154,-85.2,0.0,294.0,2.02,-4.922821118,96.1801329,60.0,168.0
32.9376,2196.0,6.5646,-170.32,43.99,301.0,1.175,-5.037583307,127.6973483,120.0,48.0
24.11733333,1604.666667,7.084,-93.44,53.47833333,453.3333333,2.199,-5.109788074,44.28667299,90.0,24.0
32.336,2457.0,6.7473,-247.92,0.0,332.0,1.187,-4.688191061,68.71799408,85.0,48.0
21.77306667,4031.333333,7.9856,-73.52,355.2,656.0,0.831,-4.718110258,43.74166062,120.0,24.0
29.032,1827.0,5.313,-233.04,194.595,1860.0,0.92,-4.784772342,177.258727,55.0,120.0
34.2912,2268.0,11.6424,-47.52,0.0,520.0,1.098,-4.582524985,156.2229495,80.0,72.0
26.144,1624.0,4.2504,-105.12,87.98,929.3333333,0.912,-4.761417009,174.113336,80.0,72.0
37.2992,2376.0,11.6424,-28.32,119.78,2834.666667,1.164,-4.190607976,92.05747982,160.0,48.0
17.6016,1974.0,5.9136,-32.04,276.76,678.0,0.517,-4.864546121,52.21383747,130.0,72.0
26.144,1624.0,4.2504,-70.08,0.0,2624.0,0.907,-4.096181552,124.2544624,100.0,72.0
28.32266667,1711.0,4.6046,-449.92,180.19,525.0,0.937,-4.898026218,187.5941125,70.0,96.0
22.704,2400.0,5.1745,-129.04,326.49,278.0,1.234,-4.868496821,102.9036031,170.0,48.0
34.11525714,4629.333333,10.6807619,-896.4,195.33,317.7777778,1.755,-5.467034256,8.270743362,120.0,72.0
26.144,1624.0,4.2504,-52.56,0.0,560.0,0.9,-5.073485722,204.1387276,65.0,24.0
23.994,2100.0,8.1454,-72.7,3109.023636,1032.0,1.298,-4.916339744,76.19867112,100.0,24.0
22.532,744.0,9.2157,-88.32,0.0,256.0,1.467,-5.108904309,171.9954061,110.0,72.0
23.104,1856.0,8.5008,-69.12,288.6,798.0,0.851,-4.773098642,75.29659734,25.0,672.0
26.144,1624.0,4.2504,-210.24,250.86,560.0,0.922,-5.031030727,187.8979091,60.0,48.0
37.80053333,2556.0,8.5848,-182.24,526.128,334.0,1.486,-4.222815406,23.7502628,120.0,72.0
35.7576,2322.0,10.1808,-228.48,53.8975,271.0,1.16,-5.025708043,24.90998603,180.0,72.0
20.724,2070.0,7.0609,-54.24,142.5333333,212.0,1.194,-4.318247862,59.64269357,120.0,72.0
38.75733333,2688.0,4.5584,-62.64,106.7066667,1024.0,1.292,-4.582141517,98.57390895,90.0,72.0
24.1065,6110.0,9.6726,-205.32,72.77188571,790.0,1.943,-6.071582638,59.33751808,150.0,72.0
22.704,2700.0,8.1744,-300.96,0.0,724.0,1.208,-4.851755292,128.1036596,80.0,48.0
33.8496,4556.0,10.4248,-67.04,0.0,144.0,1.781,-5.156999697,20.93871859,160.0,65.0
26.144,1624.0,4.2504,-210.24,151.58,642.6666667,0.91,-4.965355503,193.437047,80.0,48.0
27.716,2880.0,6.7784,-42.36,121.58,352.0,1.224,-5.278761679,63.70321414,120.0,72.0
27.4544,1835.333333,9.5186,-107.96,43.99,520.0,1.172,-4.500159017,63.46877367,160.0,96.0
22.704,1680.0,4.0348,-43.04,334.48,1172.0,1.197,-4.877748069,184.0087913,85.0,24.0
20.8816,1950.0,9.07392,-113.48,185.3171429,2316.0,1.236,-4.859866076,174.6190647,70.0,192.0
27.72,2100.0,6.0522,-109.28,0.0,364.0,1.217,-4.444599597,78.85638095,90.0,24.0
26.144,1624.0,4.2504,-52.56,484.7,1836.0,0.906,-4.627539088,202.4212434,80.0,72.0
31.584,702.0,3.8808,-13.28,0.0,342.0,1.131,-4.271789112,35.68198984,90.0,72.0
34.2912,1998.0,9.6516,-24.4,248.1466667,347.3333333,1.12,-5.1695281,19.62827405,140.0,48.0
21.37188571,8566.857143,12.41211429,-495.36,266.77,588.0,0.838,-5.458095157,133.8097399,75.0,48.0
21.5688,2880.0,9.67304,-408.36,0.0,294.0,1.208,-4.959180172,112.4129379,110.0,72.0
20.832,1260.0,4.70932,-97.36,239.56,2872.0,1.307,-4.995867865,183.2248836,150.0,72.0
30.66186667,1642.666667,6.308133333,-29.6,0.0,504.0,0.999,-4.374009879,38.98812424,140.0,24.0
22.704,1680.0,4.0348,-129.12,43.99,256.0,1.249,-4.906238717,133.8343152,150.0,96.0
13.072,812.0,2.1252,-35.04,87.98,416.0,0.881,-5.411462754,72.15691922,25.0,252.0
26.144,1624.0,4.2504,-140.16,227.37,1528.0,0.912,-4.558889553,178.1654904,100.0,72.0
27.13013333,3456.0,7.478933333,-83.64,0.0,522.0,1.253,-4.682078669,31.29174953,120.0,96.0
26.66,2200.0,8.1454,-344.16,227.37,2352.0,1.302,-4.655057837,162.15711,80.0,72.0
21.384,1740.0,6.0522,-48.64,353.0733333,373.0,1.216,-4.38558056,44.39485067,120.0,72.0
21.12,2448.0,6.41376,-119.52,37.70571429,152.0,1.215,-5.332014079,155.1322051,100.0,144.0
21.394,1218.0,3.2729,-78.84,87.98,1776.0,0.916,-4.557917078,51.12232632,180.0,24.0
26.144,1624.0,4.2504,-105.12,0.0,978.0,0.911,-5.241287142,210.4742521,85.0,48.0
23.994,1225.0,5.67815,-161.84,270.5933333,698.0,1.302,-5.071601075,190.3496636,110.0,48.0
22.704,2130.0,6.812,-118.24,201.665,960.0,1.22,-4.820126628,153.0885139,80.0,72.0
24.88266667,1666.666667,5.569266667,-84.48,250.86,522.0,1.286,-4.705170177,49.36876079,65.0,48.0
22.5784,2688.0,5.698,-42.28,87.98,456.0,1.21,-4.230157608,18.02888909,120.0,48.0
