total_SA_volumetric,mc_CRY-chi-3-all,mc_CRY-S-3-all,D_mc_CRY-T-3-all,f-lig-Z-0,f-lig-S-3,sum-D_lc-alpha-2-all,MPC,CH4DC,temperature,time
411.52,56.27136667,12.95986667,38.66666667,1004.5,65.6635,-30.0,1.231,17.13602186,120.0,72.0
1726.5,51.68212,12.78244,30.4,694.0,39.91,-96.0,1.482,142.4525446,120.0,120.0
1637.0541,42.978,8.6733,12.0,560.0,22.8998,-41.6,0.909,126.6242887,85.0,24.0
1890.47,24.2792,5.4102,21.0,2632.0,151.2376,-12.0,2.006,183.5953835,160.0,24.0
14.7168,48.8784,15.3,42.0,548.0,24.6794,-36.0,2.352,68.43497231,180.0,96.0
913.3563,42.6488,8.52,28.0,694.0,40.55,-48.0,2.021,88.70282482,100.0,72.0
1888.48,45.524,8.28,12.0,2740.0,195.6488,-24.0,0.905,191.6821162,80.0,48.0
598.025,61.60446667,10.8402,30.33333333,694.6666667,32.7962,-104.0,1.173,41.6701921,160.0,72.0
106.412,77.076,26.3592,141.5,694.0,40.55,-118.4,2.067,15.36401387,120.0,72.0
1355.66,52.31672,11.9636,26.0,548.0,24.6794,-72.0,1.449,74.81716589,150.0,96.0
1187.833,59.816625,10.902475,17.25,2216.0,198.8674,-36.0,1.21,80.53671051,110.0,72.0
73.8754,50.1761,11.2776,54.0,567.0,34.3129,-80.26666667,1.228,13.76813065,100.0,96.0
528.774,80.3816,17.2916,78.0,165.0,0.0,38.4,1.494,40.53685242,150.0,60.0
2298.52,30.9512,8.91165,9.5,1094.0,57.75,-24.0,1.466,168.7488692,100.0,72.0
665.589,70.243,12.5028,40.0,397.0,16.611,-34.66666667,0.921,29.75201613,120.0,120.0
1593.23,33.858,6.9037,10.0,1562.0,100.3552,-27.42857143,1.222,142.0735413,100.0,48.0
684.636,85.5298,13.8182,68.0,685.0,37.794,-37.2,1.055,43.79990263,120.0,48.0
1805.72,30.4876,6.734,13.0,1232.0,81.756,-20.0,1.192,134.6468622,180.0,96.0
854.358,62.238,11.6852,28.0,1754.0,109.5628,-144.0,1.248,64.20581669,140.0,12.0
1727.14,98.6284,19.684,115.0,1386.0,55.9482,-12.0,1.298,72.97174676,130.0,72.0
55.9324,48.57905,10.6042,28.5,680.0,27.0564,-56.0,1.232,36.27171344,120.0,72.0
2252.48,18.156,4.3736,20.0,1371.0,92.2872,-48.0,2.07,177.6719658,130.0,24.0
667.445,100.1089455,14.76474545,39.27272727,283.7692308,7.886215385,-24.0,1.263,62.46034228,160.0,96.0
1339.24,79.0495,13.2894,41.0,874.0,37.961,-24.0,0.95,96.46036032,80.0,72.0
502.447,53.178,18.9924,90.5,661.4285714,38.89594286,-61.6,1.943,36.05907187,120.0,48.0
2142.22,56.6657,12.3284,49.0,909.5,67.0091,-48.0,1.695,159.601559,85.0,48.0
1251.32,46.306,9.9604,20.33333333,1314.0,78.819,-24.0,1.242,82.23621853,130.0,144.0
2367.86,45.524,8.28,12.0,1534.0,98.608,-24.0,0.905,227.3421509,100.0,18.0
2085.27,34.5408,12.1598,47.0,598.6666667,26.05966667,-12.0,2.104,120.073505,105.0,72.0
2196.57,45.524,8.28,12.0,2794.0,268.4298,-48.0,0.914,190.2845359,85.0,18.0
1800.78,46.306,9.9604,24.0,1477.0,84.4998,-48.0,1.227,113.3815368,100.0,72.0
6.89893,69.6618,15.5992,50.0,642.0,21.7358,-70.8,1.23,30.04398545,180.0,120.0
284.737,49.855,9.99,34.0,783.3333333,42.44393333,11.2,1.205,63.49458213,160.0,48.0
1798.43,39.56391667,8.815133333,16.16666667,397.0,16.611,-74.66666667,1.308,117.1464046,100.0,72.0
2128.21,39.534,7.86,12.0,2166.0,124.1466,-48.0,1.204,209.6040191,85.0,12.0
2375.99,49.4132,12.3988,32.0,538.0,17.1366,-18.0,1.472,174.759343,100.0,120.0
2118.68,45.0448,7.56,14.66666667,1486.666667,82.7644,-48.0,1.144,207.8846777,105.0,23.0
155.466,72.8365,13.4964,28.0,754.3333333,53.99686667,-32.0,1.385,15.85277737,120.0,72.0
1779.45,45.524,8.28,12.0,2430.0,279.7274,-18.0,0.9,146.9412918,85.0,48.0
1309.5,31.806,7.3253,32.0,711.0,31.0002,-24.0,1.321,85.3396431,80.0,48.0
1304.97,52.21425,10.98435,15.0,867.6,52.6536,-38.4,1.211,108.3633626,70.0,72.0
1898.47,45.524,8.28,12.0,960.0,45.507,-48.0,0.928,186.2810024,65.0,48.0
1152.5901,49.4505,8.8818,12.0,1336.0,96.3996,15.2,1.139,110.7953812,100.0,12.0
1600.197,97.812,16.3392,44.0,711.0,31.0002,-48.0,0.962,118.9271888,180.0,72.0
411.25,110.8286857,17.0856,57.42857143,573.0,33.43322857,-68.0,1.17,34.69723741,160.0,48.0
1653.41,67.4356,10.9956,35.66666667,510.25,22.6623,-88.0,1.199,109.1019406,150.0,65.0
409.79,75.9798,10.9384,68.0,594.75,36.394875,-62.4,1.117,26.20413584,120.0,48.0
1675.79,82.1748,13.1292,35.5,480.0,22.499,-96.0,1.191,130.0432094,100.0,24.0
1648.99,73.194,15.9296,20.0,760.6666667,38.0066,-86.4,1.221,63.03000201,110.0,24.0
1723.12,32.246,10.24533333,22.66666667,874.0,37.961,-42.0,0.28,133.7343443,180.0,72.0
390.467,69.46066667,14.52086667,47.33333333,729.0,38.69586667,-16.4,1.294,20.65548638,95.0,72.0
2155.76,87.2632,14.27472,34.4,707.2,25.50312,-83.2,0.918,213.8396787,85.0,24.0
1296.21,20.5323,11.8384,44.0,1371.0,92.2872,-24.0,1.941,119.4563812,100.0,120.0
2067.89,38.555,15.1872,64.0,1003.0,52.615,-20.57142857,1.745,112.610095,80.0,72.0
2063.91,45.524,8.28,12.0,768.0,45.1084,-36.0,0.905,163.8668634,60.0,48.0
1068.2002,37.39613333,9.692933333,22.0,694.0,39.91,-36.0,1.477,62.46632122,110.0,24.0
1456.9,46.7264,12.49053333,24.0,548.0,24.6794,-36.0,1.509,132.0907818,100.0,48.0
511.474,55.209,10.8468,32.0,659.3333333,33.58926667,-14.0,1.216,43.36792511,80.0,24.0
32.6674,46.5426,10.1084,30.0,746.0,54.8108,-16.0,1.213,38.01750443,80.0,72.0
2178.45,45.524,8.28,12.0,1754.0,119.677,-12.0,0.895,140.7369384,75.0,24.0
1734.06,63.7065,11.6328,21.0,931.0,51.4292,-48.0,1.213,109.7967315,110.0,60.0
2023.93,55.0264,11.581,23.5,1980.0,125.9544,-12.0,1.239,155.8251308,85.0,72.0
1745.05,35.4532,12.5918,44.0,632.0,28.8134,-62.4,1.73,131.4421414,95.0,24.0
2095.33,45.524,8.28,12.0,2166.0,124.1466,-48.0,0.916,204.3573601,115.0,23.0
112.092,54.351,18.4516,105.0,538.0,25.71292,-123.2,2.387,1.286209791,130.0,72.0
397.232,67.66493333,10.20433333,37.66666667,1608.0,117.853,-24.0,1.141,30.04064182,130.0,48.0
911.249,61.3335,12.3571,41.0,394.8,14.80764,-32.8,1.308,37.15143221,150.0,120.0
2139.44,45.524,8.28,12.0,1238.0,61.3074,-18.0,0.899,212.6609778,85.0,12.0
1115.3291,48.114,10.65466667,14.83333333,430.6666667,16.42238889,-436.8,1.177,93.86868401,150.0,120.0
1264.79,77.89548,18.70128,52.8,1204.0,74.108,-46.8,1.217,77.67742304,80.0,48.0
546.955,100.6392,16.8084,36.4,527.1428571,18.59457143,-13.46666667,0.908,38.56501425,120.0,72.0
441.419,52.3562,11.1888,36.0,596.0,35.0555,-32.0,1.228,45.22055053,170.0,96.0
900.959,44.24733333,9.692933333,22.0,1132.0,34.4734,-36.0,1.294,56.65473958,100.0,48.0
763.15311,84.1864,14.3892,68.0,685.0,37.794,-37.2,1.102,48.59030009,130.0,24.0
867.17,37.93666667,6.9,6.666666667,2520.0,174.4566,-24.0,0.925,34.26517756,180.0,24.0
900.761,56.5125,11.8948,21.0,1017.5,59.018,-43.2,1.234,87.3323974,100.0,24.0
395.338,34.64616,11.088,38.4,560.0,22.223,-95.04,1.697,99.75301112,160.0,72.0
1662.04,70.01775,13.14585,35.0,1441.0,85.4898,-30.85714286,1.233,123.2600571,120.0,72.0
1049.15,54.37575,10.3359,22.5,629.0,34.9188,-48.0,1.239,72.97172652,90.0,72.0
984.015,47.802,10.3694,21.33333333,1279.0,71.1286,-24.0,1.303,58.83115266,95.0,72.0
2093.57,34.59225,6.8775,8.0,2726.0,173.9892,-12.0,1.243,172.4337776,85.0,72.0
358.672,23.1662,5.929,15.0,874.0,37.961,-4.8,0.812,50.16123474,150.0,24.0
923.434,29.6505,5.895,4.0,1490.0,91.5966,-12.0,1.192,90.62011208,120.0,24.0
688.634,113.8210769,15.20110769,38.30769231,545.0,19.6383,3.8,1.689,72.442864,170.0,96.0
2019.0,45.524,8.28,12.0,1460.0,94.0496,-18.0,0.909,183.8201415,70.0,48.0
1878.54,21.114,7.854,36.0,1441.0,85.4898,-16.0,0.314,178.8817124,90.0,72.0
1417.3,59.53025,12.7946,33.5,890.0,53.8953,-32.0,1.228,85.22017581,100.0,72.0
578.483,101.244,16.2964,78.0,165.0,0.0,19.2,1.284,26.30241365,160.0,96.0
1767.23,38.555,15.2776,66.0,1140.0,50.2502,-20.57142857,1.598,129.5115276,85.0,24.0
672.026,85.5,16.05216,29.6,530.5,23.853,-176.4,0.92,37.6345663,140.0,72.0
2394.95,36.1806,6.1551,10.0,1314.0,69.1792,-24.0,1.187,192.23232,110.0,48.0
1779.0,45.524,8.28,12.0,4206.0,333.144,-24.0,0.9,197.85678,85.0,72.0
1510.0,30.5348,10.336,37.0,874.0,37.961,-24.0,0.287,124.3414458,180.0,72.0
1089.7045,62.9894,10.4328,37.5,764.0,43.73773333,-40.0,1.18,46.77950884,120.0,72.0
1368.56,109.3461714,16.8588,63.42857143,643.0,35.097,-38.66666667,1.186,115.002769,120.0,36.0
1742.68,45.524,8.28,12.0,1472.0,71.2428,-36.0,0.915,152.8896281,85.0,24.0
1111.94,51.338,8.17152,11.2,246.0,8.5434,-28.0,0.522,135.6668575,160.0,72.0
1342.88,52.3908,10.82584,22.4,384.3333333,11.9398,-13.86666667,1.202,107.9307961,80.0,72.0
97.0804,62.6145,10.8882,27.0,447.0,16.537,-40.4,0.917,33.17934718,90.0,72.0
355.978,69.61955,15.2773,38.75,616.0,27.1126,-77.52,1.202,33.39808504,150.0,72.0
1549.67,68.57164286,12.45248571,27.42857143,1704.0,136.5014,-144.0,1.236,146.9518261,110.0,72.0
657.71,132.2971385,17.78867692,51.69230769,545.0,19.6383,3.8,1.891,70.08331561,160.0,72.0
1900.74,64.053,11.8293,30.0,652.6666667,44.1782,-25.2,1.213,170.9494501,120.0,48.0
654.629,45.694,10.55473333,34.0,779.2,46.91668,-134.6,1.298,39.41263643,120.0,72.0
430.591,66.092,11.2312,74.0,165.6666667,0.0,16.0,1.423,50.73943109,140.0,72.0
1.65835,39.534,15.3,42.0,694.0,39.91,-36.0,1.39,20.47526323,180.0,72.0
338.857,128.8198535,20.11793721,58.37209302,355.5833333,2.5039,-153.0666667,1.947,44.50091777,120.0,120.0
1791.62,45.3255,8.8818,18.0,840.6666667,50.97593333,-84.0,1.228,161.9300901,120.0,72.0
1655.95,38.808,14.7678,64.0,1821.0,112.2528,-22.05,2.136,87.8362892,130.0,72.0
401.762,37.008,12.6074,36.0,377.3333333,7.592266667,-36.0,1.525,53.32047079,140.0,48.0
1981.82,45.524,8.28,12.0,1658.0,130.9786,-18.0,0.904,175.7226526,80.0,24.0
936.198,50.49,9.8643,20.0,915.6666667,55.994,-18.66666667,1.211,67.89381207,120.0,72.0
687.062,67.5672,11.34,42.0,995.5,51.9074,-58.28571429,1.197,46.81437279,180.0,72.0
327.889,52.041,11.45688571,18.28571429,351.8,11.22152,-16.4,1.199,27.84177153,140.0,120.0
1770.85,34.872,12.6672,44.0,2770.0,186.7336,-5.142857143,1.865,104.4620593,85.0,24.0
247.133,22.572,8.9063,18.0,1315.0,70.2892,-24.0,1.538,29.33217938,95.0,72.0
152.759,58.2424,9.5256,20.0,650.0,45.01073333,-20.0,1.118,23.70558227,95.0,72.0
32.0756,29.86793333,6.679733333,8.666666667,1033.0,55.7282,-24.0,1.222,31.83069127,160.0,60.0
764.824,45.524,8.28,17.33333333,874.0,37.961,-12.0,0.914,87.51788305,150.0,24.0
977.441,37.39613333,9.692933333,22.0,832.0,44.7436,-72.0,1.476,80.14450143,120.0,48.0
1792.179722,45.524,8.28,12.0,1664.0,106.0708,-18.0,1.157,154.4532926,80.0,72.0
359.88044,59.169,11.528,46.0,556.4444444,23.10993333,-145.6,1.215,29.94261786,90.0,72.0
292.988,50.1068,15.4008,12.4,1150.0,87.4034,-4.0,0.773,40.36239447,175.0,72.0
1948.48,53.66773333,8.7864,22.0,1371.0,92.2872,-36.0,1.197,183.2033597,120.0,168.0
1383.85,48.194,12.306,40.0,792.0,40.8668,-59.2,1.87,103.3728374,80.0,72.0
1970.02,45.524,8.28,12.0,1574.0,107.393,-36.0,0.905,151.7332123,80.0,108.0
1038.09,38.874,7.8862,9.0,1044.5,90.6908,-19.8,1.23,65.74845756,100.0,24.0
496.62,44.49225,8.3709,15.0,995.2,65.62488,-14.2,1.211,26.90549065,120.0,24.0
2347.17,40.6107,8.954,26.0,667.0,51.25485,-40.0,1.234,163.9986222,140.0,48.0
60.8734,28.8652,6.7192,22.0,1314.0,78.819,-24.0,1.243,49.96757976,130.0,144.0
1275.6,38.77155556,9.031111111,-1.777777778,398.8333333,17.3265,-39.0,0.496,131.4723959,170.0,72.0
1215.43,34.46672,9.91888,36.8,553.7142857,29.41497143,-112.4,2.002,84.94443057,100.0,120.0
185.105,53.98986667,11.84,32.0,874.0,37.961,-24.0,1.252,23.51661678,180.0,168.0
995.567524,120.2994133,16.35957333,54.53333333,617.8333333,27.55083333,29.0,1.29,111.1618292,160.0,72.0
1725.36,75.75975,13.71351667,28.66666667,1150.0,59.1142,-60.0,1.231,183.4096446,95.0,24.0
1808.6,45.524,8.28,12.0,1948.5,161.2865,-48.0,0.908,102.3611893,80.0,96.0
1521.57,34.872,12.6672,42.0,1732.0,116.3032,-31.2,2.136,126.1483746,100.0,48.0
119.58,58.619,11.82493333,14.66666667,649.0,29.5582,-99.36,1.197,23.45472558,180.0,120.0
1251.55,34.143,6.21,6.0,977.0,60.293,-24.0,0.901,85.33917796,120.0,20.0
716.571,23.6605,17.4,45.0,1152.0,56.382,-16.0,0.73,34.06666348,90.0,48.0
12.6644,26.2864,8.84275,48.5,532.0,20.7414,-16.76666667,2.155,40.19399236,140.0,120.0
14.1466,40.6456,6.8733,13.0,1304.0,75.47786667,-83.2,1.158,22.96662744,100.0,72.0
342.167,73.34,11.6736,32.0,778.0,58.3372,-32.0,1.206,15.12446478,171.0,96.0
508.859,42.02426667,6.9972,21.33333333,912.5,61.2118,-16.0,1.131,33.74790534,130.0,48.0
866.272,37.9236,7.8292,15.33333333,582.6666667,31.287,-12.6,1.189,94.13587737,80.0,72.0
1858.06,45.524,8.28,12.0,1371.0,92.2872,-48.0,0.899,210.8491999,80.0,24.0
1072.8874,51.2992,15.164,32.0,1371.0,92.2872,-72.0,2.332,146.706647,120.0,48.0
1987.12,101.803,15.367,66.0,642.6666667,37.99666667,-92.0,1.138,206.6900023,160.0,72.0
1729.19,59.93625,11.5673,33.5,908.6666667,58.87293333,-42.4,1.218,154.8117742,80.0,96.0
1188.51,30.272,9.8696,48.0,328.0,4.2632,-48.0,1.704,94.49048133,160.0,24.0
1323.46,53.127,15.0638,37.0,548.0,24.6794,-72.0,1.243,75.62723434,150.0,96.0
1943.59,45.524,8.28,12.0,711.0,31.0002,-48.0,0.909,191.1172734,180.0,24.0
700.98,0.0,0.0,0.0,85.0,0.0,0.0,0.622,74.10604566,100.0,72.0
2212.42,35.43085,7.77,12.5,1980.0,125.9544,-24.0,1.238,141.6878439,110.0,72.0
1464.3,31.3876,8.34,12.0,676.0,30.8178,-12.0,1.421,112.1346223,120.0,72.0
296.399,76.1024,12.3984,48.0,978.0,68.1325,-32.0,1.133,15.34224038,85.0,72.0
864.927,90.354,15.39686667,50.0,397.0,16.611,-18.66666667,1.284,29.97445418,110.0,96.0
2071.64,51.70866667,14.12695,35.5,548.0,24.6794,-192.0,1.521,145.2477234,150.0,96.0
1602.53,73.9365,13.7943,47.0,858.0,31.50406667,-50.4,1.215,99.88872847,120.0,48.0
1567.12,67.16905,14.5484,25.0,418.3333333,17.77726667,-34.4,1.175,92.11229682,120.0,72.0
677.817,46.7115,9.3796,17.0,714.6666667,39.54166667,-33.8,1.221,64.65406509,150.0,72.0
207.711,68.799,12.0129,36.5,446.0,24.94096,-56.0,0.901,44.07816853,25.0,252.0
1058.13,35.75,13.8936,49.0,1791.0,122.8326,-24.0,1.967,81.83610604,140.0,72.0
16.9341,95.5188,22.4368,120.0,914.0,62.8262,-47.2,1.272,8.205766211,180.0,120.0
1711.9,58.0134,10.25086667,22.0,711.0,31.0002,-48.0,1.232,127.9821295,100.0,120.0
748.829,65.2678,13.35946667,51.33333333,807.6666667,43.7646,-4.4,1.215,42.69846725,140.0,72.0
94.4349,64.6344,7.986,54.0,165.0,0.0,9.6,1.153,105.4685058,150.0,72.0
77.3123,35.442,6.9168,8.0,1013.0,63.6382,-37.33333333,1.189,14.20122821,80.0,36.0
823.12416,99.24604364,29.94850545,120.3272727,323.8205128,10.29487692,-306.7333333,2.022,72.83498448,170.0,168.0
2239.48,24.2792,5.4102,22.0,1094.0,57.75,-24.0,1.999,136.2813339,85.0,120.0
40.9015,57.75,11.12626667,18.66666667,820.0,40.486,-32.7,1.229,29.74846996,160.0,72.0
307.94,73.34,11.6736,32.0,815.0,62.03375,-32.0,1.182,18.81121648,176.0,72.0
1301.04977,72.2,12.5856,32.0,466.0,28.9716,-24.0,0.844,131.7416533,150.0,72.0
1233.12,37.51943333,19.41924444,66.11111111,860.9,48.93472,-48.0,1.897,72.4415207,120.0,120.0
1250.01,77.10733333,16.819,46.33333333,408.3333333,15.532,-53.44,1.314,66.06223854,120.0,72.0
19.012,51.117,9.9036,22.0,473.0,25.7344,-32.0,1.209,19.00842032,85.0,72.0
1488.73,26.4525,11.025225,25.0,1791.0,122.8326,-24.0,1.5,104.8508333,120.0,120.0
516.586,57.967,12.8168,29.0,1029.0,63.2716,-43.6,1.22,14.67441106,100.0,48.0
2209.77,45.524,8.28,12.0,1458.0,75.24806667,-72.0,0.911,205.395817,75.0,48.0
1367.43,43.8468,15.03,42.0,711.0,31.0002,-24.0,2.02,96.1801329,60.0,168.0
1660.3,65.56186667,10.2858,33.0,711.5,31.5552,-48.0,1.175,127.6973483,120.0,48.0
723.707,60.52133333,10.81,25.33333333,717.6666667,38.7692,-91.6,2.199,44.28667299,90.0,24.0
675.434,73.3106,11.7243,31.5,874.0,37.961,-48.0,1.187,68.71799408,85.0,48.0
472.112,49.59666667,10.8668,14.66666667,714.0,48.4526,7.6,0.831,43.74166062,120.0,24.0
1770.69,54.549,9.8532,22.0,2660.0,178.8386,-66.66666667,0.92,177.258727,55.0,120.0
2873.55,107.16,17.2368,96.0,612.0,39.4886,-24.0,1.098,156.2229495,80.0,72.0
1985.26,45.524,8.28,12.0,1568.333333,94.5868,-36.0,0.912,174.113336,80.0,72.0
922.504,97.3088,15.1704,66.0,932.0,107.2398,-16.0,1.164,92.05747982,160.0,48.0
925.802,55.005,8.7552,12.0,954.0,60.7824,-12.0,0.517,52.21383747,130.0,72.0
1613.86,45.524,8.28,12.0,1622.0,160.717,-24.0,0.907,124.2544624,100.0,72.0
2007.67,49.096,8.786,17.0,1026.75,51.8835,-137.6,0.937,187.5941125,70.0,96.0
1326.97,56.562,10.7289,19.0,801.0,28.2502,-48.0,1.234,102.9036031,170.0,48.0
26.1139,108.8488381,16.09897143,34.66666667,574.3333333,24.6448,-140.4,1.755,8.270743362,120.0,72.0
2180.12,45.524,8.28,12.0,1166.0,58.9358,-18.0,0.9,204.1387276,65.0,24.0
1209.19,55.8,11.89145,21.0,6592.0,130.1392,-12.0,1.298,76.19867112,100.0,24.0
1455.38,34.7281,9.4103,20.0,674.0,28.5386,-24.0,1.467,171.9954061,110.0,72.0
1130.36,79.648,12.3648,36.0,996.0,60.5292,46.4,0.851,75.29659734,25.0,672.0
2177.6,45.524,8.28,12.0,1192.0,58.6302,-72.0,0.922,187.8979091,60.0,48.0
561.976,85.10133333,13.8768,58.0,670.0,28.6158,-88.0,1.486,23.7502628,120.0,72.0
392.446,72.7936,11.781,45.5,594.5,24.9766,-76.16,1.16,24.90998603,180.0,72.0
643.444,60.489,11.8948,25.0,413.0,17.4857,-27.8,1.194,59.64269357,120.0,72.0
1058.42,40.4924,8.88,37.33333333,1896.0,100.4542,-24.0,1.292,98.57390895,90.0,72.0
506.104,44.264,16.653,56.5,1688.0,87.5576,-33.0,1.943,59.33751808,150.0,72.0
1901.38,63.7065,11.6328,21.0,920.0,67.3596,-72.0,1.208,128.1036596,80.0,48.0
437.486,35.7438,12.5164,48.0,404.0,13.3786,-36.0,1.781,20.93871859,160.0,65.0
2221.87,45.524,8.28,12.0,1187.333333,63.65553333,-72.0,0.91,193.437047,80.0,48.0
91.6945,43.602,10.0788,22.0,779.0,33.4334,-20.64,1.224,63.70321414,120.0,72.0
956.982,56.95553333,13.0186,26.66666667,563.0,28.9284,-60.8,1.172,63.46877367,160.0,96.0
2846.56,39.534,7.86,12.0,1778.0,114.6882,-12.0,1.197,184.0087913,85.0,24.0
2163.61,40.6534,10.81976,18.4,2180.0,188.4072,-15.6,1.236,174.6190647,70.0,192.0
1457.36,55.209,10.8468,32.0,594.0,32.9198,-61.33333333,1.217,78.85638095,90.0,24.0
2213.41,45.524,8.28,12.0,1488.0,114.993,-18.0,0.906,202.4212434,80.0,72.0
440.27,27.448,4.8132,16.0,670.0,33.4663,-16.0,1.131,35.68198984,90.0,72.0
7.45459,86.5552,13.2804,72.0,474.3333333,26.1844,7.6,1.12,19.62827405,140.0,48.0
1650.29,79.83908571,20.09691429,23.42857143,882.0,45.6852,30.4,0.838,133.8097399,75.0,48.0
1470.11,67.9932,12.17514,19.4,711.0,31.0002,-48.0,1.208,112.4129379,110.0,72.0
1942.42,33.3498,8.00084,10.4,4248.0,276.3208,-15.84,1.307,183.2248836,150.0,72.0
833.861,48.03013333,7.195466667,16.0,554.0,39.7902,-12.0,0.999,38.98812424,140.0,24.0
1903.33,39.534,7.86,13.33333333,548.0,24.6794,-96.0,1.249,133.8343152,150.0,96.0
621.4394,22.762,4.14,-2.0,804.0,39.728,-24.0,0.881,72.15691922,25.0,252.0
1903.0881,45.524,8.28,12.0,2632.0,151.2376,-24.0,0.912,178.1654904,100.0,72.0
318.686,52.1196,11.0408,21.33333333,931.0,51.4292,-24.0,1.253,31.29174953,120.0,96.0
1748.16,58.466,12.3988,32.0,4110.0,238.1754,-18.0,1.302,162.15711,80.0,72.0
685.582,52.734,9.8512,24.0,650.0,28.2038,-16.4,1.216,44.39485067,120.0,72.0
1775.6,52.3908,10.82584,23.2,361.1428571,11.86237143,-25.86666667,1.215,155.1322051,100.0,144.0
966.463,34.143,6.21,6.0,2520.0,174.4566,-24.0,0.916,51.12232632,180.0,24.0
1851.39,45.524,8.28,12.0,1371.0,92.2872,-48.0,0.911,210.4742521,85.0,48.0
2514.36,32.49575,7.2975,12.5,1314.0,69.1792,-48.0,1.302,190.3496636,110.0,48.0
2379.08,50.25075,9.21585,16.5,1563.0,91.1928,-24.0,1.22,153.0885139,80.0,72.0
998.235,44.24733333,9.692933333,21.33333333,1029.0,52.3094,-24.0,1.286,49.36876079,65.0,48.0
580.668,46.4243,10.0344,18.0,780.0,43.3608,-20.0,1.21,18.02888909,120.0,48.0
